Player,Tm,PTS,Points_Running_Avg,player_points_line,Date,Place,Opp,TRB,AST,Rebounds_Running_Avg,Assists_Running_Avg,player_assists_line,player_rebounds_line
Bismack Biyombo,MEM,8,6.45,,2023-12-23,Away,ATL,11.0,3.0,7.15,2.0,,6.5
Bam Adebayo,MIA,18,22.0,21.5,2023-12-20,Away,ORL,7.0,2.0,9.556,3.889,3.5,9.5
Bam Adebayo,MIA,18,21.789,22.5,2023-12-22,,ATL,11.0,6.0,9.632,4.0,4.5,10.5
Bam Adebayo,MIA,26,22.0,22.5,2023-12-25,,PHI,15.0,5.0,9.9,4.05,4.5,10.5
Bam Adebayo,MIA,17,21.762,22.5,2023-12-28,Away,GSW,11.0,4.0,9.952,4.048,4.5,9.5
Bam Adebayo,MIA,21,22.0,22.5,2024-01-01,Away,LAC,15.0,4.0,10.435,4.0,4.5,10.5
Bam Adebayo,MIA,15,21.708,22.5,2024-01-03,Away,LAL,7.0,5.0,10.292,4.042,4.5,10.5
Bam Adebayo,MIA,28,21.96,21.5,2024-01-05,Away,PHO,10.0,1.0,10.28,3.92,4.5,10.5
Bam Adebayo,MIA,22,21.962,23.5,2024-01-08,,HOU,12.0,3.0,10.346,3.885,4.5,11.5
Bam Adebayo,MIA,25,22.074,22.5,2024-01-10,,OKC,11.0,6.0,10.37,3.963,4.5,11.5
Bam Adebayo,MIA,16,21.548,22.5,2024-01-17,Away,TOR,5.0,4.0,10.516,4.161,4.5,12.5
Bam Adebayo,MIA,21,21.531,22.5,2024-01-19,,ATL,9.0,6.0,10.469,4.219,4.5,11.5
Bam Adebayo,MIA,22,21.545,20.5,2024-01-21,Away,ORL,11.0,7.0,10.485,4.303,4.5,10.5
Bam Adebayo,MIA,15,21.353,20.5,2024-01-24,,MEM,15.0,6.0,10.618,4.353,4.5,11.5
Bam Adebayo,MIA,19,21.286,19.5,2024-01-25,,BOS,5.0,2.0,10.457,4.286,4.5,10.5
Bam Adebayo,MIA,12,21.028,20.5,2024-01-27,Away,NYK,13.0,1.0,10.528,4.194,4.5,9.5
Bam Adebayo,MIA,8,20.676,19.5,2024-01-29,,PHO,11.0,5.0,10.541,4.216,3.5,10.5
Jimmy Butler,MIA,16,21.154,22.5,2024-01-17,Away,TOR,5.0,5.0,5.038,4.462,4.5,5.5
Jimmy Butler,MIA,25,21.296,23.5,2024-01-19,,ATL,5.0,6.0,5.037,4.519,5.5,5.5
Jimmy Butler,MIA,15,21.071,20.5,2024-01-21,Away,ORL,4.0,2.0,5.0,4.429,4.5,4.5
Jimmy Butler,MIA,28,20.968,17.5,2024-01-27,Away,NYK,8.0,4.0,5.0,4.355,4.5,4.5
Jimmy Butler,MIA,26,21.125,20.5,2024-01-29,,PHO,8.0,4.0,5.094,4.344,4.5,5.5
Tyler Herro,MIA,28,23.6,21.5,2023-12-20,Away,ORL,8.0,7.0,5.1,4.6,4.5,4.5
Tyler Herro,MIA,30,24.182,24.5,2023-12-22,,ATL,7.0,2.0,5.273,4.364,4.5,4.5
Tyler Herro,MIA,22,24.0,22.5,2023-12-25,,PHI,6.0,5.0,5.333,4.417,4.5,4.5
Tyler Herro,MIA,26,24.154,24.5,2023-12-28,Away,GSW,7.0,2.0,5.462,4.231,4.5,4.5
Tyler Herro,MIA,12,23.4,23.5,2024-01-01,Away,LAC,6.0,6.0,5.533,4.467,5.5,4.5
Tyler Herro,MIA,21,23.25,23.5,2024-01-03,Away,LAL,6.0,4.0,5.562,4.438,4.5,5.5
Tyler Herro,MIA,9,22.412,23.5,2024-01-05,Away,PHO,4.0,6.0,5.471,4.529,4.5,5.5
Tyler Herro,MIA,28,22.722,22.5,2024-01-08,,HOU,3.0,3.0,5.333,4.444,5.5,5.5
Tyler Herro,MIA,17,22.421,23.5,2024-01-10,,OKC,5.0,6.0,5.316,4.526,5.5,5.5
Tyler Herro,MIA,16,22.364,22.5,2024-01-17,Away,TOR,7.0,3.0,5.727,4.318,3.5,5.5
Tyler Herro,MIA,25,22.478,22.5,2024-01-19,,ATL,6.0,2.0,5.739,4.217,3.5,5.5
Tyler Herro,MIA,12,22.042,21.5,2024-01-21,Away,ORL,1.0,2.0,5.542,4.125,3.5,5.5
Tyler Herro,MIA,18,21.88,20.5,2024-01-24,,MEM,6.0,3.0,5.56,4.08,3.5,5.5
Tyler Herro,MIA,18,21.63,18.5,2024-01-27,Away,NYK,1.0,3.0,5.296,4.111,3.5,4.5
Tyler Herro,MIA,17,21.464,19.5,2024-01-29,,PHO,6.0,4.0,5.321,4.107,3.5,4.5
Jaime Jaquez Jr.,MIA,15,15.444,16.5,2024-01-01,Away,LAC,4.0,2.0,4.889,2.333,2.5,4.5
Jaime Jaquez Jr.,MIA,16,15.5,16.5,2024-01-03,Away,LAL,0.0,8.0,4.4,2.9,2.5,4.5
Jaime Jaquez Jr.,MIA,10,15.0,15.5,2024-01-05,Away,PHO,3.0,1.0,4.273,2.727,2.5,4.5
Jaime Jaquez Jr.,MIA,14,14.917,15.5,2024-01-08,,HOU,4.0,4.0,4.25,2.833,2.5,4.5
Jaime Jaquez Jr.,MIA,21,15.385,15.5,2024-01-10,,OKC,5.0,2.0,4.308,2.769,3.5,4.5
Kyle Lowry,MIA,3,9.538,8.5,2023-12-20,Away,ORL,0.0,2.0,3.808,4.154,4.5,3.5
Kyle Lowry,MIA,3,9.296,8.5,2023-12-22,,ATL,4.0,3.0,3.815,4.111,4.5,3.5
Kyle Lowry,MIA,12,9.393,6.5,2023-12-25,,PHI,1.0,4.0,3.714,4.107,3.5,2.5
Kyle Lowry,MIA,10,9.367,8.5,2024-01-03,Away,LAL,3.0,6.0,3.6,4.133,3.5,3.5
Kyle Lowry,MIA,6,9.156,7.5,2024-01-08,,HOU,3.0,1.0,3.562,4.031,3.5,3.5
Kyle Lowry,MIA,4,8.543,6.5,2024-01-17,Away,TOR,2.0,3.0,3.543,4.0,3.5,2.5
Caleb Martin,MIA,1,12.1,9.5,2023-12-25,,PHI,5.0,1.0,7.0,2.8,,4.5
Damian Lillard,MIL,40,26.32,26.5,2023-12-19,,SAS,3.0,4.0,4.48,6.96,7.5,4.5
Damian Lillard,MIL,19,25.963,25.5,2023-12-23,Away,NYK,9.0,7.0,4.667,7.0,6.5,3.5
Damian Lillard,MIL,32,26.179,24.5,2023-12-25,Away,NYK,1.0,8.0,4.536,7.036,7.5,3.5
Damian Lillard,MIL,31,25.867,23.5,2023-12-29,Away,CLE,2.0,4.0,4.4,6.833,6.5,3.5
Damian Lillard,MIL,13,25.452,25.5,2024-01-01,,IND,7.0,5.0,4.484,6.774,7.5,4.5
Damian Lillard,MIL,23,25.375,26.5,2024-01-03,Away,IND,2.0,5.0,4.406,6.719,7.5,4.5
Damian Lillard,MIL,18,25.147,25.5,2024-01-06,Away,HOU,2.0,8.0,4.324,6.853,6.5,3.5
Damian Lillard,MIL,21,25.029,24.5,2024-01-11,,BOS,4.0,4.0,4.314,6.771,6.5,4.5
Damian Lillard,MIL,27,25.083,25.5,2024-01-13,,GSW,6.0,7.0,4.361,6.778,6.5,4.5
Damian Lillard,MIL,29,25.189,26.5,2024-01-14,,SAC,4.0,8.0,4.351,6.811,7.5,4.5
Damian Lillard,MIL,17,24.974,23.5,2024-01-17,Away,CLE,2.0,5.0,4.289,6.763,6.5,3.5
Damian Lillard,MIL,45,25.487,24.5,2024-01-20,Away,DET,6.0,11.0,4.333,6.872,6.5,3.5
Damian Lillard,MIL,17,25.275,26.5,2024-01-22,Away,DET,5.0,8.0,4.35,6.9,7.5,4.5
Damian Lillard,MIL,28,25.341,25.5,2024-01-24,,CLE,1.0,4.0,4.268,6.829,7.5,
Damian Lillard,MIL,22,25.262,25.5,2024-01-26,,CLE,4.0,3.0,4.262,6.738,6.5,4.5
Damian Lillard,MIL,26,25.279,29.5,2024-01-27,,NOP,6.0,9.0,4.302,6.791,7.5,3.5
Damian Lillard,MIL,18,25.114,25.5,2024-01-29,Away,DEN,3.0,5.0,4.273,6.75,6.5,3.5
Giannis Antetokounmpo,MIL,11,30.615,32.5,2023-12-19,,SAS,14.0,16.0,11.077,5.385,4.5,12.5
Giannis Antetokounmpo,MIL,37,30.852,31.5,2023-12-21,,ORL,10.0,6.0,11.037,5.407,5.5,11.5
Giannis Antetokounmpo,MIL,28,30.75,31.5,2023-12-23,Away,NYK,7.0,7.0,10.893,5.464,5.5,11.5
Giannis Antetokounmpo,MIL,32,30.793,31.5,2023-12-25,Away,NYK,13.0,6.0,10.966,5.483,5.5,10.5
Giannis Antetokounmpo,MIL,32,30.833,31.5,2023-12-27,Away,BRK,10.0,8.0,10.933,5.567,5.5,11.5
Giannis Antetokounmpo,MIL,34,30.935,31.5,2023-12-29,Away,CLE,16.0,5.0,11.097,5.548,6.5,10.5
Giannis Antetokounmpo,MIL,30,30.906,35.5,2024-01-01,,IND,18.0,11.0,11.312,5.719,6.5,12.5
Giannis Antetokounmpo,MIL,26,30.758,36.5,2024-01-03,Away,IND,11.0,8.0,11.303,5.788,6.5,12.5
Giannis Antetokounmpo,MIL,44,31.147,34.5,2024-01-04,Away,SAS,14.0,7.0,11.382,5.824,6.5,12.5
Giannis Antetokounmpo,MIL,48,31.629,31.5,2024-01-06,Away,HOU,17.0,2.0,11.543,5.714,6.5,12.5
Giannis Antetokounmpo,MIL,25,31.444,35.5,2024-01-08,,UTA,10.0,11.0,11.5,5.861,7.5,12.5
Giannis Antetokounmpo,MIL,24,31.243,32.5,2024-01-11,,BOS,12.0,6.0,11.514,5.865,6.5,12.5
Giannis Antetokounmpo,MIL,33,31.289,33.5,2024-01-13,,GSW,9.0,5.0,11.447,5.842,6.5,12.5
Giannis Antetokounmpo,MIL,27,31.179,34.5,2024-01-14,,SAC,10.0,10.0,11.41,5.949,6.5,12.5
Giannis Antetokounmpo,MIL,31,31.175,32.5,2024-01-20,Away,DET,10.0,9.0,11.375,6.025,6.5,11.5
Giannis Antetokounmpo,MIL,31,31.171,32.5,2024-01-22,Away,DET,17.0,10.0,11.512,6.122,6.5,11.5
Giannis Antetokounmpo,MIL,35,31.262,32.5,2024-01-24,,CLE,18.0,10.0,11.667,6.214,6.5,
Giannis Antetokounmpo,MIL,22,31.047,31.5,2024-01-26,,CLE,11.0,9.0,11.651,6.279,7.5,12.5
Giannis Antetokounmpo,MIL,30,31.023,33.5,2024-01-27,,NOP,12.0,4.0,11.659,6.227,7.5,11.5
Giannis Antetokounmpo,MIL,29,30.978,31.5,2024-01-29,Away,DEN,12.0,4.0,11.667,6.178,6.5,11.5
Brook Lopez,MIL,14,13.259,12.5,2023-12-19,,SAS,5.0,1.0,4.815,1.407,,5.5
Brook Lopez,MIL,5,13.0,13.5,2023-12-23,Away,NYK,3.0,1.0,4.828,1.345,,4.5
Brook Lopez,MIL,14,13.033,12.5,2023-12-25,Away,NYK,6.0,1.0,4.867,1.333,,4.5
Brook Lopez,MIL,9,12.562,12.5,2023-12-29,Away,CLE,10.0,2.0,5.062,1.375,,4.5
Brook Lopez,MIL,21,12.818,12.5,2024-01-01,,IND,5.0,1.0,5.061,1.364,,5.5
Brook Lopez,MIL,16,12.912,13.5,2024-01-03,Away,IND,5.0,1.0,5.059,1.353,,4.5
Brook Lopez,MIL,7,12.639,12.5,2024-01-06,Away,HOU,5.0,0.0,5.028,1.306,,4.5
Brook Lopez,MIL,13,12.649,15.5,2024-01-08,,UTA,6.0,3.0,5.054,1.351,,5.5
Brook Lopez,MIL,15,12.711,12.5,2024-01-11,,BOS,5.0,3.0,5.053,1.395,,5.5
Brook Lopez,MIL,11,12.667,13.5,2024-01-13,,GSW,8.0,6.0,5.128,1.513,,5.5
Brook Lopez,MIL,17,12.775,13.5,2024-01-14,,SAC,9.0,3.0,5.225,1.55,,5.5
Brook Lopez,MIL,11,12.732,12.5,2024-01-17,Away,CLE,4.0,1.0,5.195,1.537,,5.5
Brook Lopez,MIL,19,12.881,12.5,2024-01-20,Away,DET,10.0,4.0,5.31,1.595,,5.5
Brook Lopez,MIL,15,12.93,13.5,2024-01-22,Away,DET,11.0,3.0,5.442,1.628,,5.5
Brook Lopez,MIL,8,12.818,12.5,2024-01-24,,CLE,9.0,3.0,5.523,1.659,,5.5
Brook Lopez,MIL,11,12.778,12.5,2024-01-26,,CLE,12.0,0.0,5.667,1.622,,6.5
Brook Lopez,MIL,24,13.022,13.5,2024-01-27,,NOP,3.0,0.0,5.609,1.587,,5.5
Brook Lopez,MIL,19,13.149,11.5,2024-01-29,Away,DEN,2.0,2.0,5.532,1.596,,5.5
Malik Beasley,MIL,19,11.889,8.5,2023-12-23,Away,NYK,6.0,1.0,4.481,1.481,,3.5
Malik Beasley,MIL,0,11.464,10.5,2023-12-25,Away,NYK,3.0,2.0,4.429,1.5,,3.5
Malik Beasley,MIL,15,11.767,8.5,2023-12-29,Away,CLE,5.0,0.0,4.333,1.433,,3.5
Malik Beasley,MIL,12,11.774,11.5,2024-01-01,,IND,4.0,0.0,4.323,1.387,,3.5
Malik Beasley,MIL,8,11.656,11.5,2024-01-03,Away,IND,1.0,1.0,4.219,1.375,,3.5
Malik Beasley,MIL,3,11.353,9.5,2024-01-06,Away,HOU,1.0,0.0,4.059,1.294,,3.5
Malik Beasley,MIL,16,11.639,8.5,2024-01-11,,BOS,4.0,0.0,4.056,1.278,,3.5
Malik Beasley,MIL,11,11.622,10.5,2024-01-13,,GSW,4.0,1.0,4.054,1.27,,3.5
Malik Beasley,MIL,23,11.921,11.5,2024-01-14,,SAC,4.0,5.0,4.053,1.368,,3.5
Malik Beasley,MIL,2,11.667,10.5,2024-01-17,Away,CLE,5.0,1.0,4.077,1.359,,3.5
Malik Beasley,MIL,11,11.65,10.5,2024-01-20,Away,DET,2.0,1.0,4.025,1.35,,3.5
Malik Beasley,MIL,13,11.683,10.5,2024-01-22,Away,DET,6.0,2.0,4.073,1.366,,3.5
Malik Beasley,MIL,9,11.619,10.5,2024-01-24,,CLE,1.0,1.0,4.0,1.357,,3.5
Malik Beasley,MIL,3,11.419,9.5,2024-01-26,,CLE,3.0,1.0,3.977,1.349,,3.5
Malik Beasley,MIL,8,11.341,10.5,2024-01-27,,NOP,4.0,2.0,3.977,1.364,,3.5
Malik Beasley,MIL,5,11.2,8.5,2024-01-29,Away,DEN,1.0,2.0,3.911,1.378,,2.5
Khris Middleton,MIL,17,13.045,15.5,2023-12-19,,SAS,3.0,4.0,4.818,4.182,4.5,4.5
Khris Middleton,MIL,20,13.375,14.5,2023-12-23,Away,NYK,5.0,5.0,4.792,4.167,3.5,4.5
Khris Middleton,MIL,24,13.8,16.5,2023-12-25,Away,NYK,2.0,6.0,4.68,4.24,4.5,4.5
Khris Middleton,MIL,13,14.259,17.5,2023-12-29,Away,CLE,3.0,11.0,4.556,4.704,4.5,4.5
Khris Middleton,MIL,21,14.5,18.5,2024-01-01,,IND,3.0,6.0,4.5,4.75,6.5,4.5
Khris Middleton,MIL,19,14.655,18.5,2024-01-03,Away,IND,6.0,7.0,4.552,4.828,6.5,4.5
Khris Middleton,MIL,10,14.419,15.5,2024-01-06,Away,HOU,3.0,5.0,4.452,4.839,5.5,4.5
Khris Middleton,MIL,23,14.688,19.5,2024-01-08,,UTA,3.0,8.0,4.406,4.938,8.5,4.5
Khris Middleton,MIL,5,14.394,15.5,2024-01-11,,BOS,2.0,7.0,4.333,5.0,5.5,4.5
Khris Middleton,MIL,24,14.676,16.5,2024-01-13,,GSW,3.0,10.0,4.294,5.147,6.5,4.5
Khris Middleton,MIL,2,14.314,16.5,2024-01-17,Away,CLE,2.0,2.0,4.229,5.057,6.5,4.5
Khris Middleton,MIL,17,14.389,15.5,2024-01-20,Away,DET,5.0,4.0,4.25,5.028,6.5,3.5
Khris Middleton,MIL,26,14.703,17.5,2024-01-22,Away,DET,2.0,2.0,4.189,4.946,5.5,4.5
Khris Middleton,MIL,24,14.947,15.5,2024-01-24,,CLE,5.0,5.0,4.211,4.947,5.5,4.5
Khris Middleton,MIL,14,14.923,17.5,2024-01-26,,CLE,8.0,8.0,4.308,5.026,4.5,4.5
Khris Middleton,MIL,14,14.9,16.5,2024-01-29,Away,DEN,8.0,3.0,4.4,4.975,5.5,4.5
Anthony Edwards,MIN,27,24.696,26.5,2023-12-20,Away,PHI,7.0,5.0,5.478,5.087,4.5,4.5
Anthony Edwards,MIN,27,24.792,26.5,2023-12-21,,LAL,7.0,5.0,5.542,5.083,4.5,5.5
Anthony Edwards,MIN,34,25.16,29.5,2023-12-23,Away,SAC,5.0,10.0,5.52,5.28,5.5,5.5
Anthony Edwards,MIN,25,25.154,28.5,2023-12-26,Away,OKC,7.0,6.0,5.577,5.308,5.5,5.5
Anthony Edwards,MIN,31,26.036,28.5,2023-12-30,,LAL,3.0,3.0,5.393,5.179,5.5,5.5
Anthony Edwards,MIN,35,26.345,29.5,2024-01-01,Away,NYK,4.0,2.0,5.345,5.069,5.5,4.5
Anthony Edwards,MIN,35,26.633,28.5,2024-01-03,,NOP,4.0,5.0,5.3,5.067,5.5,5.5
Anthony Edwards,MIN,24,26.548,29.5,2024-01-05,Away,HOU,3.0,5.0,5.226,5.065,4.5,5.5
Anthony Edwards,MIN,36,26.844,30.5,2024-01-07,Away,DAL,10.0,3.0,5.375,5.0,4.5,5.5
Anthony Edwards,MIN,6,26.212,30.5,2024-01-09,Away,ORL,4.0,3.0,5.333,4.939,4.5,4.5
Anthony Edwards,MIN,29,26.294,27.5,2024-01-10,Away,BOS,6.0,3.0,5.353,4.882,4.5,4.5
Anthony Edwards,MIN,9,25.8,30.5,2024-01-12,,POR,3.0,6.0,5.286,4.914,4.5,5.5
Anthony Edwards,MIN,33,26.0,27.5,2024-01-14,,LAC,9.0,6.0,5.389,4.944,4.5,4.5
Anthony Edwards,MIN,27,26.027,27.5,2024-01-17,Away,DET,5.0,8.0,5.378,5.027,4.5,4.5
Anthony Edwards,MIN,28,26.079,25.5,2024-01-18,,MEM,5.0,5.0,5.368,5.026,4.5,5.5
Anthony Edwards,MIN,19,25.897,27.5,2024-01-20,,OKC,5.0,5.0,5.359,5.026,4.5,5.5
Anthony Edwards,MIN,9,25.475,26.5,2024-01-22,,CHO,5.0,11.0,5.35,5.175,5.5,5.5
Anthony Edwards,MIN,38,25.78,,2024-01-24,Away,WAS,3.0,5.0,5.293,5.171,5.5,
Anthony Edwards,MIN,32,25.884,28.5,2024-01-27,Away,SAS,6.0,12.0,5.209,5.279,4.5,4.5
Anthony Edwards,MIN,27,25.909,27.5,2024-01-29,Away,OKC,4.0,4.0,5.182,5.25,5.5,4.5
Rudy Gobert,MIN,8,12.385,11.5,2023-12-20,Away,PHI,9.0,1.0,12.038,1.231,,11.5
Rudy Gobert,MIN,21,12.786,14.5,2023-12-23,Away,SAC,17.0,1.0,12.25,1.286,,13.5
Rudy Gobert,MIN,10,12.844,13.5,2024-01-01,Away,NYK,15.0,1.0,12.094,1.219,,11.5
Rudy Gobert,MIN,5,12.606,13.5,2024-01-03,,NOP,5.0,0.0,11.879,1.182,,12.5
Rudy Gobert,MIN,13,12.618,12.5,2024-01-05,Away,HOU,12.0,1.0,11.882,1.176,,12.5
Rudy Gobert,MIN,9,12.514,13.5,2024-01-07,Away,DAL,17.0,1.0,12.029,1.171,,12.5
Rudy Gobert,MIN,21,12.75,12.5,2024-01-09,Away,ORL,12.0,1.0,12.028,1.167,,11.5
Rudy Gobert,MIN,24,13.054,13.5,2024-01-12,,POR,17.0,0.0,12.162,1.135,,12.5
Rudy Gobert,MIN,17,13.35,14.5,2024-01-18,,MEM,10.0,4.0,12.35,1.2,,12.5
Rudy Gobert,MIN,7,13.195,15.5,2024-01-20,,OKC,18.0,2.0,12.488,1.22,,12.5
Rudy Gobert,MIN,13,13.19,14.5,2024-01-22,,CHO,11.0,1.0,12.452,1.214,,12.5
Rudy Gobert,MIN,19,13.326,,2024-01-24,Away,WAS,16.0,1.0,12.535,1.209,,13.5
Rudy Gobert,MIN,10,13.25,14.5,2024-01-25,Away,BRK,13.0,1.0,12.545,1.205,,14.5
Rudy Gobert,MIN,19,13.378,13.5,2024-01-27,Away,SAS,7.0,1.0,12.422,1.2,,13.5
Rudy Gobert,MIN,12,13.348,14.5,2024-01-29,Away,OKC,18.0,1.0,12.543,1.196,,12.5
Karl-Anthony Towns,MIN,23,22.231,19.5,2023-12-20,Away,PHI,13.0,2.0,9.615,2.962,3.5,8.5
Karl-Anthony Towns,MIN,21,22.185,21.5,2023-12-21,,LAL,6.0,4.0,9.481,3.0,3.5,9.5
Karl-Anthony Towns,MIN,16,21.964,21.5,2023-12-26,Away,OKC,6.0,1.0,9.357,2.929,2.5,9.5
Karl-Anthony Towns,MIN,10,21.552,21.5,2023-12-28,,DAL,8.0,3.0,9.31,2.931,3.5,9.5
Karl-Anthony Towns,MIN,9,21.133,20.5,2023-12-30,,LAL,9.0,2.0,9.3,2.9,3.5,8.5
Karl-Anthony Towns,MIN,29,21.387,19.5,2024-01-01,Away,NYK,6.0,3.0,9.194,2.903,2.5,8.5
Karl-Anthony Towns,MIN,22,21.406,21.5,2024-01-03,,NOP,6.0,2.0,9.094,2.875,2.5,8.5
Karl-Anthony Towns,MIN,22,21.424,21.5,2024-01-05,Away,HOU,8.0,6.0,9.061,2.97,2.5,8.5
Karl-Anthony Towns,MIN,24,21.5,22.5,2024-01-07,Away,DAL,7.0,1.0,9.0,2.912,2.5,9.5
Karl-Anthony Towns,MIN,28,21.686,21.5,2024-01-09,Away,ORL,6.0,5.0,8.914,2.971,2.5,8.5
Karl-Anthony Towns,MIN,14,21.625,21.5,2024-01-18,,MEM,7.0,2.0,8.8,3.05,3.5,9.5
Karl-Anthony Towns,MIN,19,21.561,21.5,2024-01-20,,OKC,11.0,2.0,8.854,3.024,2.5,7.5
Karl-Anthony Towns,MIN,62,22.524,21.5,2024-01-22,,CHO,8.0,2.0,8.833,3.0,3.5,8.5
Karl-Anthony Towns,MIN,27,22.628,23.5,2024-01-24,Away,WAS,6.0,3.0,8.767,3.0,,8.5
Karl-Anthony Towns,MIN,27,22.727,24.5,2024-01-25,Away,BRK,10.0,3.0,8.795,3.0,3.5,8.5
Karl-Anthony Towns,MIN,19,22.644,25.5,2024-01-27,Away,SAS,5.0,4.0,8.711,3.022,2.5,8.5
Karl-Anthony Towns,MIN,21,22.609,23.5,2024-01-29,Away,OKC,10.0,6.0,8.739,3.087,2.5,8.5
Mike Conley,MIN,9,11.269,11.5,2023-12-20,Away,PHI,0.0,4.0,2.808,6.077,6.5,2.5
Mike Conley,MIN,12,11.464,13.5,2023-12-23,Away,SAC,7.0,9.0,2.893,6.25,7.5,2.5
Mike Conley,MIN,17,11.655,10.5,2023-12-26,Away,OKC,2.0,4.0,2.862,6.172,6.5,2.5
Mike Conley,MIN,5,11.5,12.5,2024-01-01,Away,NYK,2.0,5.0,2.844,6.156,6.5,2.5
Mike Conley,MIN,7,11.364,11.5,2024-01-03,,NOP,0.0,9.0,2.758,6.242,6.5,2.5
Mike Conley,MIN,8,11.265,10.5,2024-01-05,Away,HOU,2.0,5.0,2.735,6.206,5.5,2.5
Mike Conley,MIN,9,11.2,10.5,2024-01-07,Away,DAL,1.0,7.0,2.686,6.229,6.5,2.5
Mike Conley,MIN,11,11.194,10.5,2024-01-09,Away,ORL,3.0,10.0,2.694,6.333,6.5,2.5
Mike Conley,MIN,3,10.878,9.5,2024-01-20,,OKC,3.0,4.0,2.756,6.439,6.5,2.5
Mike Conley,MIN,10,10.857,9.5,2024-01-25,Away,BRK,2.0,4.0,2.738,6.381,7.5,2.5
Jaden McDaniels,MIN,20,10.941,13.5,2023-12-23,Away,SAC,5.0,1.0,2.412,1.235,,3.5
Jaden McDaniels,MIN,8,10.476,11.5,2024-01-01,Away,NYK,1.0,0.0,2.19,1.143,,2.5
Jaden McDaniels,MIN,11,10.5,11.5,2024-01-03,,NOP,0.0,2.0,2.091,1.182,,2.5
Jaden McDaniels,MIN,16,10.739,10.5,2024-01-05,Away,HOU,3.0,0.0,2.13,1.13,,2.5
Jaden McDaniels,MIN,2,10.375,11.5,2024-01-07,Away,DAL,3.0,4.0,2.167,1.25,,2.5
Jaden McDaniels,MIN,15,10.56,11.5,2024-01-09,Away,ORL,9.0,1.0,2.44,1.24,,2.5
Jaden McDaniels,MIN,11,10.867,11.5,2024-01-18,,MEM,3.0,0.0,2.467,1.3,,2.5
Jaden McDaniels,MIN,15,11.0,12.5,2024-01-20,,OKC,2.0,0.0,2.452,1.258,,2.5
Jaden McDaniels,MIN,9,10.938,12.5,2024-01-22,,CHO,5.0,4.0,2.531,1.344,,2.5
Jaden McDaniels,MIN,13,11.0,11.5,2024-01-24,Away,WAS,5.0,0.0,2.606,1.303,,
Jaden McDaniels,MIN,7,10.829,11.5,2024-01-27,Away,SAS,3.0,2.0,2.657,1.314,,3.5
Jaden McDaniels,MIN,14,10.917,10.5,2024-01-29,Away,OKC,3.0,1.0,2.667,1.306,,3.5
Brandon Ingram,NOP,34,23.52,22.5,2023-12-19,,MEM,4.0,6.0,4.76,5.32,5.5,4.5
Brandon Ingram,NOP,24,23.143,22.5,2023-12-26,,MEM,6.0,7.0,4.821,5.393,5.5,4.5
Brandon Ingram,NOP,26,23.241,23.5,2023-12-28,,UTA,3.0,5.0,4.759,5.379,5.5,4.5
Brandon Ingram,NOP,26,23.333,22.5,2023-12-31,,LAL,5.0,8.0,4.767,5.467,5.5,4.5
Brandon Ingram,NOP,12,22.968,24.5,2024-01-02,,BRK,5.0,5.0,4.774,5.452,5.5,4.5
Brandon Ingram,NOP,12,22.515,22.5,2024-01-05,,LAC,1.0,4.0,4.636,5.455,5.5,4.5
Brandon Ingram,NOP,15,22.294,23.5,2024-01-07,Away,SAC,4.0,8.0,4.618,5.529,6.5,4.5
Brandon Ingram,NOP,13,22.029,22.5,2024-01-10,Away,GSW,5.0,1.0,4.629,5.4,6.5,4.5
Brandon Ingram,NOP,12,21.405,18.5,2024-01-15,Away,DAL,5.0,5.0,4.622,5.405,5.5,4.5
Brandon Ingram,NOP,28,21.579,17.5,2024-01-17,,CHO,10.0,10.0,4.763,5.526,5.5,4.5
Brandon Ingram,NOP,17,21.462,19.5,2024-01-19,,PHO,7.0,11.0,4.821,5.667,5.5,4.5
Brandon Ingram,NOP,18,21.375,20.5,2024-01-23,,UTA,5.0,6.0,4.825,5.675,6.5,4.5
Brandon Ingram,NOP,12,21.146,19.5,2024-01-26,,OKC,4.0,9.0,4.805,5.756,6.5,4.5
Brandon Ingram,NOP,26,21.262,21.5,2024-01-27,Away,MIL,6.0,1.0,4.833,5.643,6.5,4.5
Brandon Ingram,NOP,28,21.419,19.5,2024-01-29,Away,BOS,7.0,6.0,4.884,5.651,5.5,4.5
CJ McCollum,NOP,18,20.4,18.5,2023-12-19,,MEM,3.0,6.0,3.933,5.2,5.5,3.5
CJ McCollum,NOP,16,19.611,17.5,2023-12-26,,MEM,2.0,2.0,4.0,4.778,4.5,3.5
CJ McCollum,NOP,22,19.737,17.5,2023-12-28,,UTA,3.0,6.0,3.947,4.842,4.5,3.5
CJ McCollum,NOP,22,19.85,18.5,2023-12-31,,LAL,5.0,9.0,4.0,5.05,5.5,3.5
CJ McCollum,NOP,16,19.667,18.5,2024-01-02,,BRK,6.0,5.0,4.095,5.048,4.5,3.5
CJ McCollum,NOP,12,19.522,19.5,2024-01-05,,LAC,6.0,3.0,4.13,4.957,4.5,3.5
CJ McCollum,NOP,30,19.958,20.5,2024-01-07,Away,SAC,7.0,4.0,4.25,4.917,5.5,3.5
CJ McCollum,NOP,14,19.72,21.5,2024-01-10,Away,GSW,3.0,8.0,4.2,5.04,4.5,3.5
CJ McCollum,NOP,23,19.556,17.5,2024-01-15,Away,DAL,6.0,4.0,4.296,5.074,4.5,4.5
