Player,Tm,PTS,Points_Running_Avg,player_points_line,Date,Place,Opp,TRB,AST,Rebounds_Running_Avg,Assists_Running_Avg,player_assists_line,player_rebounds_line
Alex Caruso,CHI,15,10.733,12.5,2023-12-28,,IND,7.0,2.0,3.4,2.2,3.5,3.5
Alex Caruso,CHI,8,10.765,11.5,2024-01-02,Away,PHI,2.0,2.0,3.235,2.353,2.5,3.5
Alex Caruso,CHI,10,10.435,8.5,2024-01-15,Away,CLE,3.0,3.0,3.391,2.609,2.5,3.5
Alex Caruso,CHI,10,10.417,9.5,2024-01-18,Away,TOR,3.0,4.0,3.375,2.667,2.5,4.5
Alex Caruso,CHI,8,10.32,11.5,2024-01-20,,MEM,3.0,1.0,3.36,2.6,3.5,4.5
Alex Caruso,CHI,17,10.741,10.5,2024-01-25,Away,LAL,4.0,6.0,3.407,2.741,2.5,3.5
Alex Caruso,CHI,9,10.679,10.5,2024-01-28,Away,POR,5.0,3.0,3.464,2.75,3.5,4.5
Alex Caruso,CHI,11,10.69,12.5,2024-01-30,,TOR,3.0,2.0,3.448,2.724,3.5,4.5
Miles Bridges,CHO,19,19.846,21.5,2023-12-20,Away,IND,4.0,3.0,7.385,2.308,2.5,6.5
Miles Bridges,CHO,22,20.0,18.5,2023-12-23,,DEN,7.0,2.0,7.357,2.286,2.5,6.5
Miles Bridges,CHO,20,20.062,21.5,2023-12-28,Away,LAL,5.0,5.0,7.438,2.625,2.5,6.5
Miles Bridges,CHO,26,19.889,20.5,2024-01-01,Away,DEN,9.0,5.0,7.5,2.944,3.5,6.5
Miles Bridges,CHO,28,20.65,20.5,2024-01-05,Away,CHI,5.0,2.0,7.25,2.9,3.5,6.5
Miles Bridges,CHO,24,20.81,23.5,2024-01-08,,CHI,8.0,5.0,7.286,3.0,3.5,7.5
Miles Bridges,CHO,24,20.955,24.5,2024-01-10,,SAC,7.0,6.0,7.273,3.136,3.5,7.5
Miles Bridges,CHO,20,20.625,22.5,2024-01-14,Away,MIA,7.0,1.0,7.333,2.917,2.5,8.5
Miles Bridges,CHO,19,20.56,19.5,2024-01-17,Away,NOP,4.0,3.0,7.2,2.92,2.5,5.5
Miles Bridges,CHO,23,20.654,22.5,2024-01-19,,SAS,6.0,3.0,7.154,2.923,2.5,8.5
Miles Bridges,CHO,25,20.815,18.5,2024-01-20,,PHI,11.0,3.0,7.296,2.926,2.5,6.5
Miles Bridges,CHO,28,21.071,19.5,2024-01-22,Away,MIN,5.0,2.0,7.214,2.893,2.5,6.5
Miles Bridges,CHO,20,21.034,24.5,2024-01-24,Away,DET,10.0,2.0,7.31,2.862,3.5,7.5
Miles Bridges,CHO,21,21.033,23.5,2024-01-26,,HOU,7.0,3.0,7.3,2.867,2.5,7.5
Miles Bridges,CHO,21,21.032,23.5,2024-01-27,,UTA,9.0,6.0,7.355,2.968,2.5,7.5
Terry Rozier,CHO,25,23.176,22.5,2023-12-20,Away,IND,9.0,7.0,3.706,7.118,7.5,3.5
Terry Rozier,CHO,25,23.176,22.5,2023-12-20,Away,IND,9.0,7.0,3.706,7.118,7.5,3.5
Terry Rozier,CHO,25,23.176,22.5,2023-12-20,Away,IND,9.0,7.0,3.945,6.618,7.5,3.5
Terry Rozier,CHO,25,23.176,22.5,2023-12-20,Away,IND,9.0,7.0,3.945,6.618,7.5,3.5
Terry Rozier,CHO,25,23.176,22.5,2023-12-20,Away,IND,9.0,7.0,3.706,7.118,7.5,3.5
Terry Rozier,CHO,25,23.176,22.5,2023-12-20,Away,IND,9.0,7.0,3.706,7.118,7.5,3.5
Terry Rozier,CHO,25,23.176,22.5,2023-12-20,Away,IND,9.0,7.0,3.945,6.618,7.5,3.5
Terry Rozier,CHO,25,23.176,22.5,2023-12-20,Away,IND,9.0,7.0,3.945,6.618,7.5,3.5
Terry Rozier,CHO,25,23.176,22.5,2023-12-20,Away,IND,9.0,7.0,3.706,7.118,7.5,3.5
Terry Rozier,CHO,25,23.176,22.5,2023-12-20,Away,IND,9.0,7.0,3.706,7.118,7.5,3.5
Terry Rozier,CHO,25,23.176,22.5,2023-12-20,Away,IND,9.0,7.0,3.945,6.618,7.5,3.5
Terry Rozier,CHO,25,23.176,22.5,2023-12-20,Away,IND,9.0,7.0,3.945,6.618,7.5,3.5
Terry Rozier,CHO,25,23.176,22.5,2023-12-20,Away,IND,9.0,7.0,3.706,7.118,7.5,3.5
Terry Rozier,CHO,25,23.176,22.5,2023-12-20,Away,IND,9.0,7.0,3.706,7.118,7.5,3.5
Terry Rozier,CHO,25,23.176,22.5,2023-12-20,Away,IND,9.0,7.0,3.945,6.618,7.5,3.5
Terry Rozier,CHO,25,23.176,22.5,2023-12-20,Away,IND,9.0,7.0,3.945,6.618,7.5,3.5
Terry Rozier,CHO,25,23.176,22.5,2023-12-20,Away,IND,9.0,7.0,3.706,7.118,7.5,3.5
Terry Rozier,CHO,25,23.176,22.5,2023-12-20,Away,IND,9.0,7.0,3.706,7.118,7.5,3.5
Terry Rozier,CHO,25,23.176,22.5,2023-12-20,Away,IND,9.0,7.0,3.945,6.618,7.5,3.5
Terry Rozier,CHO,25,23.176,22.5,2023-12-20,Away,IND,9.0,7.0,3.945,6.618,7.5,3.5
Terry Rozier,CHO,25,23.176,22.5,2023-12-20,Away,IND,9.0,7.0,3.706,7.118,7.5,3.5
Terry Rozier,CHO,25,23.176,22.5,2023-12-20,Away,IND,9.0,7.0,3.706,7.118,7.5,3.5
Terry Rozier,CHO,25,23.176,22.5,2023-12-20,Away,IND,9.0,7.0,3.945,6.618,7.5,3.5
Terry Rozier,CHO,25,23.176,22.5,2023-12-20,Away,IND,9.0,7.0,3.945,6.618,7.5,3.5
Terry Rozier,CHO,25,23.176,22.5,2023-12-20,Away,IND,9.0,7.0,3.706,7.118,7.5,3.5
Terry Rozier,CHO,25,23.176,22.5,2023-12-20,Away,IND,9.0,7.0,3.706,7.118,7.5,3.5
Terry Rozier,CHO,25,23.176,22.5,2023-12-20,Away,IND,9.0,7.0,3.945,6.618,7.5,3.5
Terry Rozier,CHO,25,23.176,22.5,2023-12-20,Away,IND,9.0,7.0,3.945,6.618,7.5,3.5
Terry Rozier,CHO,25,23.176,22.5,2023-12-20,Away,IND,9.0,7.0,3.706,7.118,7.5,3.5
Terry Rozier,CHO,25,23.176,22.5,2023-12-20,Away,IND,9.0,7.0,3.706,7.118,7.5,3.5
Terry Rozier,CHO,25,23.176,22.5,2023-12-20,Away,IND,9.0,7.0,3.945,6.618,7.5,3.5
Terry Rozier,CHO,25,23.176,22.5,2023-12-20,Away,IND,9.0,7.0,3.945,6.618,7.5,3.5
Terry Rozier,CHO,25,23.176,22.5,2023-12-20,Away,IND,9.0,7.0,3.706,7.118,7.5,3.5
Terry Rozier,CHO,25,23.176,22.5,2023-12-20,Away,IND,9.0,7.0,3.706,7.118,7.5,3.5
Terry Rozier,CHO,25,23.176,22.5,2023-12-20,Away,IND,9.0,7.0,3.945,6.618,7.5,3.5
Terry Rozier,CHO,25,23.176,22.5,2023-12-20,Away,IND,9.0,7.0,3.945,6.618,7.5,3.5
Terry Rozier,CHO,25,23.176,22.5,2023-12-20,Away,IND,9.0,7.0,3.706,7.118,7.5,3.5
Terry Rozier,CHO,25,23.176,22.5,2023-12-20,Away,IND,9.0,7.0,3.706,7.118,7.5,3.5
Terry Rozier,CHO,25,23.176,22.5,2023-12-20,Away,IND,9.0,7.0,3.945,6.618,7.5,3.5
Terry Rozier,CHO,25,23.176,22.5,2023-12-20,Away,IND,9.0,7.0,3.945,6.618,7.5,3.5
Terry Rozier,CHO,25,23.176,22.5,2023-12-20,Away,IND,9.0,7.0,3.706,7.118,7.5,3.5
Terry Rozier,CHO,25,23.176,22.5,2023-12-20,Away,IND,9.0,7.0,3.706,7.118,7.5,3.5
Terry Rozier,CHO,25,23.176,22.5,2023-12-20,Away,IND,9.0,7.0,3.945,6.618,7.5,3.5
Terry Rozier,CHO,25,23.176,22.5,2023-12-20,Away,IND,9.0,7.0,3.945,6.618,7.5,3.5
Terry Rozier,CHO,25,23.176,22.5,2023-12-20,Away,IND,9.0,7.0,3.706,7.118,7.5,3.5
Terry Rozier,CHO,25,23.176,22.5,2023-12-20,Away,IND,9.0,7.0,3.706,7.118,7.5,3.5
Terry Rozier,CHO,25,23.176,22.5,2023-12-20,Away,IND,9.0,7.0,3.945,6.618,7.5,3.5
Terry Rozier,CHO,25,23.176,22.5,2023-12-20,Away,IND,9.0,7.0,3.945,6.618,7.5,3.5
Terry Rozier,CHO,25,23.176,22.5,2023-12-20,Away,IND,9.0,7.0,3.706,7.118,7.5,3.5
Terry Rozier,CHO,25,23.176,22.5,2023-12-20,Away,IND,9.0,7.0,3.706,7.118,7.5,3.5
Terry Rozier,CHO,25,23.176,22.5,2023-12-20,Away,IND,9.0,7.0,3.945,6.618,7.5,3.5
Terry Rozier,CHO,25,23.176,22.5,2023-12-20,Away,IND,9.0,7.0,3.945,6.618,7.5,3.5
Terry Rozier,CHO,25,23.176,22.5,2023-12-20,Away,IND,9.0,7.0,3.706,7.118,7.5,3.5
Terry Rozier,CHO,25,23.176,22.5,2023-12-20,Away,IND,9.0,7.0,3.706,7.118,7.5,3.5
Terry Rozier,CHO,25,23.176,22.5,2023-12-20,Away,IND,9.0,7.0,3.945,6.618,7.5,3.5
Terry Rozier,CHO,25,23.176,22.5,2023-12-20,Away,IND,9.0,7.0,3.945,6.618,7.5,3.5
Terry Rozier,CHO,25,23.176,22.5,2023-12-20,Away,IND,9.0,7.0,3.706,7.118,7.5,3.5
Terry Rozier,CHO,25,23.176,22.5,2023-12-20,Away,IND,9.0,7.0,3.706,7.118,7.5,3.5
Terry Rozier,CHO,25,23.176,22.5,2023-12-20,Away,IND,9.0,7.0,3.945,6.618,7.5,3.5
Terry Rozier,CHO,25,23.176,22.5,2023-12-20,Away,IND,9.0,7.0,3.945,6.618,7.5,3.5
Terry Rozier,CHO,25,23.176,22.5,2023-12-20,Away,IND,9.0,7.0,3.706,7.118,7.5,3.5
Terry Rozier,CHO,25,23.176,22.5,2023-12-20,Away,IND,9.0,7.0,3.706,7.118,7.5,3.5
Terry Rozier,CHO,25,23.176,22.5,2023-12-20,Away,IND,9.0,7.0,3.945,6.618,7.5,3.5
Terry Rozier,CHO,25,23.176,22.5,2023-12-20,Away,IND,9.0,7.0,3.945,6.618,7.5,3.5
Terry Rozier,CHO,25,23.176,22.5,2023-12-20,Away,IND,9.0,7.0,3.706,7.118,7.5,3.5
Terry Rozier,CHO,25,23.176,22.5,2023-12-20,Away,IND,9.0,7.0,3.706,7.118,7.5,3.5
Terry Rozier,CHO,25,23.176,22.5,2023-12-20,Away,IND,9.0,7.0,3.945,6.618,7.5,3.5
Terry Rozier,CHO,25,23.176,22.5,2023-12-20,Away,IND,9.0,7.0,3.945,6.618,7.5,3.5
Terry Rozier,CHO,25,23.176,22.5,2023-12-20,Away,IND,9.0,7.0,3.706,7.118,7.5,3.5
Terry Rozier,CHO,25,23.176,22.5,2023-12-20,Away,IND,9.0,7.0,3.706,7.118,7.5,3.5
Terry Rozier,CHO,25,23.176,22.5,2023-12-20,Away,IND,9.0,7.0,3.945,6.618,7.5,3.5
Terry Rozier,CHO,25,23.176,22.5,2023-12-20,Away,IND,9.0,7.0,3.945,6.618,7.5,3.5
Terry Rozier,CHO,25,23.176,22.5,2023-12-20,Away,IND,9.0,7.0,3.706,7.118,7.5,3.5
Terry Rozier,CHO,25,23.176,22.5,2023-12-20,Away,IND,9.0,7.0,3.706,7.118,7.5,3.5
Terry Rozier,CHO,25,23.176,22.5,2023-12-20,Away,IND,9.0,7.0,3.945,6.618,7.5,3.5
Terry Rozier,CHO,25,23.176,22.5,2023-12-20,Away,IND,9.0,7.0,3.945,6.618,7.5,3.5
Terry Rozier,CHO,25,23.176,22.5,2023-12-20,Away,IND,9.0,7.0,3.706,7.118,7.5,3.5
Terry Rozier,CHO,25,23.176,22.5,2023-12-20,Away,IND,9.0,7.0,3.706,7.118,7.5,3.5
Terry Rozier,CHO,25,23.176,22.5,2023-12-20,Away,IND,9.0,7.0,3.945,6.618,7.5,3.5
Terry Rozier,CHO,25,23.176,22.5,2023-12-20,Away,IND,9.0,7.0,3.945,6.618,7.5,3.5
Terry Rozier,CHO,25,23.176,22.5,2023-12-20,Away,IND,9.0,7.0,3.706,7.118,7.5,3.5
Terry Rozier,CHO,25,23.176,22.5,2023-12-20,Away,IND,9.0,7.0,3.706,7.118,7.5,3.5
Terry Rozier,CHO,25,23.176,22.5,2023-12-20,Away,IND,9.0,7.0,3.945,6.618,7.5,3.5
Terry Rozier,CHO,25,23.176,22.5,2023-12-20,Away,IND,9.0,7.0,3.945,6.618,7.5,3.5
Terry Rozier,CHO,25,23.176,22.5,2023-12-20,Away,IND,9.0,7.0,3.706,7.118,7.5,3.5
Terry Rozier,CHO,25,23.176,22.5,2023-12-20,Away,IND,9.0,7.0,3.706,7.118,7.5,3.5
Terry Rozier,CHO,25,23.176,22.5,2023-12-20,Away,IND,9.0,7.0,3.945,6.618,7.5,3.5
Terry Rozier,CHO,25,23.176,22.5,2023-12-20,Away,IND,9.0,7.0,3.945,6.618,7.5,3.5
Terry Rozier,CHO,25,23.176,22.5,2023-12-20,Away,IND,9.0,7.0,3.706,7.118,7.5,3.5
Terry Rozier,CHO,25,23.176,22.5,2023-12-20,Away,IND,9.0,7.0,3.706,7.118,7.5,3.5
Terry Rozier,CHO,25,23.176,22.5,2023-12-20,Away,IND,9.0,7.0,3.945,6.618,7.5,3.5
Terry Rozier,CHO,25,23.176,22.5,2023-12-20,Away,IND,9.0,7.0,3.945,6.618,7.5,3.5
Terry Rozier,CHO,25,23.176,22.5,2023-12-20,Away,IND,9.0,7.0,3.706,7.118,7.5,3.5
Terry Rozier,CHO,25,23.176,22.5,2023-12-20,Away,IND,9.0,7.0,3.706,7.118,7.5,3.5
Terry Rozier,CHO,25,23.176,22.5,2023-12-20,Away,IND,9.0,7.0,3.945,6.618,7.5,3.5
Terry Rozier,CHO,25,23.176,22.5,2023-12-20,Away,IND,9.0,7.0,3.945,6.618,7.5,3.5
Terry Rozier,CHO,25,23.176,22.5,2023-12-20,Away,IND,9.0,7.0,3.706,7.118,7.5,3.5
Terry Rozier,CHO,25,23.176,22.5,2023-12-20,Away,IND,9.0,7.0,3.706,7.118,7.5,3.5
Terry Rozier,CHO,25,23.176,22.5,2023-12-20,Away,IND,9.0,7.0,3.945,6.618,7.5,3.5
Terry Rozier,CHO,25,23.176,22.5,2023-12-20,Away,IND,9.0,7.0,3.945,6.618,7.5,3.5
Terry Rozier,CHO,25,23.176,22.5,2023-12-20,Away,IND,9.0,7.0,3.706,7.118,7.5,3.5
Terry Rozier,CHO,25,23.176,22.5,2023-12-20,Away,IND,9.0,7.0,3.706,7.118,7.5,3.5
Terry Rozier,CHO,25,23.176,22.5,2023-12-20,Away,IND,9.0,7.0,3.945,6.618,7.5,3.5
Terry Rozier,CHO,25,23.176,22.5,2023-12-20,Away,IND,9.0,7.0,3.945,6.618,7.5,3.5
Terry Rozier,CHO,25,23.176,22.5,2023-12-20,Away,IND,9.0,7.0,3.706,7.118,7.5,3.5
Terry Rozier,CHO,25,23.176,22.5,2023-12-20,Away,IND,9.0,7.0,3.706,7.118,7.5,3.5
Terry Rozier,CHO,25,23.176,22.5,2023-12-20,Away,IND,9.0,7.0,3.945,6.618,7.5,3.5
Terry Rozier,CHO,25,23.176,22.5,2023-12-20,Away,IND,9.0,7.0,3.945,6.618,7.5,3.5
Terry Rozier,CHO,25,23.176,22.5,2023-12-20,Away,IND,9.0,7.0,3.706,7.118,7.5,3.5
Terry Rozier,CHO,25,23.176,22.5,2023-12-20,Away,IND,9.0,7.0,3.706,7.118,7.5,3.5
Terry Rozier,CHO,25,23.176,22.5,2023-12-20,Away,IND,9.0,7.0,3.945,6.618,7.5,3.5
Terry Rozier,CHO,25,23.176,22.5,2023-12-20,Away,IND,9.0,7.0,3.945,6.618,7.5,3.5
Terry Rozier,CHO,25,23.176,22.5,2023-12-20,Away,IND,9.0,7.0,3.706,7.118,7.5,3.5
Terry Rozier,CHO,25,23.176,22.5,2023-12-20,Away,IND,9.0,7.0,3.706,7.118,7.5,3.5
Terry Rozier,CHO,25,23.176,22.5,2023-12-20,Away,IND,9.0,7.0,3.945,6.618,7.5,3.5
Terry Rozier,CHO,25,23.176,22.5,2023-12-20,Away,IND,9.0,7.0,3.945,6.618,7.5,3.5
Terry Rozier,CHO,25,23.176,22.5,2023-12-20,Away,IND,9.0,7.0,3.706,7.118,7.5,3.5
Terry Rozier,CHO,25,23.176,22.5,2023-12-20,Away,IND,9.0,7.0,3.706,7.118,7.5,3.5
Terry Rozier,CHO,25,23.176,22.5,2023-12-20,Away,IND,9.0,7.0,3.945,6.618,7.5,3.5
Terry Rozier,CHO,25,23.176,22.5,2023-12-20,Away,IND,9.0,7.0,3.945,6.618,7.5,3.5
Terry Rozier,CHO,25,23.176,22.5,2023-12-20,Away,IND,9.0,7.0,3.706,7.118,7.5,3.5
Terry Rozier,CHO,25,23.176,22.5,2023-12-20,Away,IND,9.0,7.0,3.706,7.118,7.5,3.5
Terry Rozier,CHO,25,23.176,22.5,2023-12-20,Away,IND,9.0,7.0,3.945,6.618,7.5,3.5
Terry Rozier,CHO,25,23.176,22.5,2023-12-20,Away,IND,9.0,7.0,3.945,6.618,7.5,3.5
Terry Rozier,CHO,25,23.176,22.5,2023-12-20,Away,IND,9.0,7.0,3.706,7.118,7.5,3.5
Terry Rozier,CHO,25,23.176,22.5,2023-12-20,Away,IND,9.0,7.0,3.706,7.118,7.5,3.5
Terry Rozier,CHO,25,23.176,22.5,2023-12-20,Away,IND,9.0,7.0,3.945,6.618,7.5,3.5
Terry Rozier,CHO,25,23.176,22.5,2023-12-20,Away,IND,9.0,7.0,3.945,6.618,7.5,3.5
Terry Rozier,CHO,25,21.709,22.5,2023-12-20,Away,IND,9.0,7.0,3.706,7.118,7.5,3.5
Terry Rozier,CHO,25,21.709,22.5,2023-12-20,Away,IND,9.0,7.0,3.706,7.118,7.5,3.5
Terry Rozier,CHO,25,21.709,22.5,2023-12-20,Away,IND,9.0,7.0,3.945,6.618,7.5,3.5
Terry Rozier,CHO,25,21.709,22.5,2023-12-20,Away,IND,9.0,7.0,3.945,6.618,7.5,3.5
Terry Rozier,CHO,25,21.709,22.5,2023-12-20,Away,IND,9.0,7.0,3.706,7.118,7.5,3.5
Terry Rozier,CHO,25,21.709,22.5,2023-12-20,Away,IND,9.0,7.0,3.706,7.118,7.5,3.5
Terry Rozier,CHO,25,21.709,22.5,2023-12-20,Away,IND,9.0,7.0,3.945,6.618,7.5,3.5
Terry Rozier,CHO,25,21.709,22.5,2023-12-20,Away,IND,9.0,7.0,3.945,6.618,7.5,3.5
Terry Rozier,CHO,25,21.709,22.5,2023-12-20,Away,IND,9.0,7.0,3.706,7.118,7.5,3.5
Terry Rozier,CHO,25,21.709,22.5,2023-12-20,Away,IND,9.0,7.0,3.706,7.118,7.5,3.5
Terry Rozier,CHO,25,21.709,22.5,2023-12-20,Away,IND,9.0,7.0,3.945,6.618,7.5,3.5
Terry Rozier,CHO,25,21.709,22.5,2023-12-20,Away,IND,9.0,7.0,3.945,6.618,7.5,3.5
Terry Rozier,CHO,25,21.709,22.5,2023-12-20,Away,IND,9.0,7.0,3.706,7.118,7.5,3.5
Terry Rozier,CHO,25,21.709,22.5,2023-12-20,Away,IND,9.0,7.0,3.706,7.118,7.5,3.5
Terry Rozier,CHO,25,21.709,22.5,2023-12-20,Away,IND,9.0,7.0,3.945,6.618,7.5,3.5
Terry Rozier,CHO,25,21.709,22.5,2023-12-20,Away,IND,9.0,7.0,3.945,6.618,7.5,3.5
Terry Rozier,CHO,25,21.709,22.5,2023-12-20,Away,IND,9.0,7.0,3.706,7.118,7.5,3.5
Terry Rozier,CHO,25,21.709,22.5,2023-12-20,Away,IND,9.0,7.0,3.706,7.118,7.5,3.5
Terry Rozier,CHO,25,21.709,22.5,2023-12-20,Away,IND,9.0,7.0,3.945,6.618,7.5,3.5
Terry Rozier,CHO,25,21.709,22.5,2023-12-20,Away,IND,9.0,7.0,3.945,6.618,7.5,3.5
Terry Rozier,CHO,25,21.709,22.5,2023-12-20,Away,IND,9.0,7.0,3.706,7.118,7.5,3.5
Terry Rozier,CHO,25,21.709,22.5,2023-12-20,Away,IND,9.0,7.0,3.706,7.118,7.5,3.5
Terry Rozier,CHO,25,21.709,22.5,2023-12-20,Away,IND,9.0,7.0,3.945,6.618,7.5,3.5
Terry Rozier,CHO,25,21.709,22.5,2023-12-20,Away,IND,9.0,7.0,3.945,6.618,7.5,3.5
Terry Rozier,CHO,25,21.709,22.5,2023-12-20,Away,IND,9.0,7.0,3.706,7.118,7.5,3.5
Terry Rozier,CHO,25,21.709,22.5,2023-12-20,Away,IND,9.0,7.0,3.706,7.118,7.5,3.5
Terry Rozier,CHO,25,21.709,22.5,2023-12-20,Away,IND,9.0,7.0,3.945,6.618,7.5,3.5
Terry Rozier,CHO,25,21.709,22.5,2023-12-20,Away,IND,9.0,7.0,3.945,6.618,7.5,3.5
Terry Rozier,CHO,25,21.709,22.5,2023-12-20,Away,IND,9.0,7.0,3.706,7.118,7.5,3.5
Terry Rozier,CHO,25,21.709,22.5,2023-12-20,Away,IND,9.0,7.0,3.706,7.118,7.5,3.5
Terry Rozier,CHO,25,21.709,22.5,2023-12-20,Away,IND,9.0,7.0,3.945,6.618,7.5,3.5
Terry Rozier,CHO,25,21.709,22.5,2023-12-20,Away,IND,9.0,7.0,3.945,6.618,7.5,3.5
Terry Rozier,CHO,25,21.709,22.5,2023-12-20,Away,IND,9.0,7.0,3.706,7.118,7.5,3.5
Terry Rozier,CHO,25,21.709,22.5,2023-12-20,Away,IND,9.0,7.0,3.706,7.118,7.5,3.5
Terry Rozier,CHO,25,21.709,22.5,2023-12-20,Away,IND,9.0,7.0,3.945,6.618,7.5,3.5
Terry Rozier,CHO,25,21.709,22.5,2023-12-20,Away,IND,9.0,7.0,3.945,6.618,7.5,3.5
Terry Rozier,CHO,25,21.709,22.5,2023-12-20,Away,IND,9.0,7.0,3.706,7.118,7.5,3.5
Terry Rozier,CHO,25,21.709,22.5,2023-12-20,Away,IND,9.0,7.0,3.706,7.118,7.5,3.5
Terry Rozier,CHO,25,21.709,22.5,2023-12-20,Away,IND,9.0,7.0,3.945,6.618,7.5,3.5
Terry Rozier,CHO,25,21.709,22.5,2023-12-20,Away,IND,9.0,7.0,3.945,6.618,7.5,3.5
Terry Rozier,CHO,25,21.709,22.5,2023-12-20,Away,IND,9.0,7.0,3.706,7.118,7.5,3.5
Terry Rozier,CHO,25,21.709,22.5,2023-12-20,Away,IND,9.0,7.0,3.706,7.118,7.5,3.5
Terry Rozier,CHO,25,21.709,22.5,2023-12-20,Away,IND,9.0,7.0,3.945,6.618,7.5,3.5
Terry Rozier,CHO,25,21.709,22.5,2023-12-20,Away,IND,9.0,7.0,3.945,6.618,7.5,3.5
Terry Rozier,CHO,25,21.709,22.5,2023-12-20,Away,IND,9.0,7.0,3.706,7.118,7.5,3.5
Terry Rozier,CHO,25,21.709,22.5,2023-12-20,Away,IND,9.0,7.0,3.706,7.118,7.5,3.5
Terry Rozier,CHO,25,21.709,22.5,2023-12-20,Away,IND,9.0,7.0,3.945,6.618,7.5,3.5
Terry Rozier,CHO,25,21.709,22.5,2023-12-20,Away,IND,9.0,7.0,3.945,6.618,7.5,3.5
Terry Rozier,CHO,25,21.709,22.5,2023-12-20,Away,IND,9.0,7.0,3.706,7.118,7.5,3.5
Terry Rozier,CHO,25,21.709,22.5,2023-12-20,Away,IND,9.0,7.0,3.706,7.118,7.5,3.5
Terry Rozier,CHO,25,21.709,22.5,2023-12-20,Away,IND,9.0,7.0,3.945,6.618,7.5,3.5
Terry Rozier,CHO,25,21.709,22.5,2023-12-20,Away,IND,9.0,7.0,3.945,6.618,7.5,3.5
Terry Rozier,CHO,25,21.709,22.5,2023-12-20,Away,IND,9.0,7.0,3.706,7.118,7.5,3.5
Terry Rozier,CHO,25,21.709,22.5,2023-12-20,Away,IND,9.0,7.0,3.706,7.118,7.5,3.5
Terry Rozier,CHO,25,21.709,22.5,2023-12-20,Away,IND,9.0,7.0,3.945,6.618,7.5,3.5
Terry Rozier,CHO,25,21.709,22.5,2023-12-20,Away,IND,9.0,7.0,3.945,6.618,7.5,3.5
Terry Rozier,CHO,25,21.709,22.5,2023-12-20,Away,IND,9.0,7.0,3.706,7.118,7.5,3.5
Terry Rozier,CHO,25,21.709,22.5,2023-12-20,Away,IND,9.0,7.0,3.706,7.118,7.5,3.5
Terry Rozier,CHO,25,21.709,22.5,2023-12-20,Away,IND,9.0,7.0,3.945,6.618,7.5,3.5
Terry Rozier,CHO,25,21.709,22.5,2023-12-20,Away,IND,9.0,7.0,3.945,6.618,7.5,3.5
Terry Rozier,CHO,25,21.709,22.5,2023-12-20,Away,IND,9.0,7.0,3.706,7.118,7.5,3.5
Terry Rozier,CHO,25,21.709,22.5,2023-12-20,Away,IND,9.0,7.0,3.706,7.118,7.5,3.5
Terry Rozier,CHO,25,21.709,22.5,2023-12-20,Away,IND,9.0,7.0,3.945,6.618,7.5,3.5
Terry Rozier,CHO,25,21.709,22.5,2023-12-20,Away,IND,9.0,7.0,3.945,6.618,7.5,3.5
Terry Rozier,CHO,25,21.709,22.5,2023-12-20,Away,IND,9.0,7.0,3.706,7.118,7.5,3.5
Terry Rozier,CHO,25,21.709,22.5,2023-12-20,Away,IND,9.0,7.0,3.706,7.118,7.5,3.5
Terry Rozier,CHO,25,21.709,22.5,2023-12-20,Away,IND,9.0,7.0,3.945,6.618,7.5,3.5
Terry Rozier,CHO,25,21.709,22.5,2023-12-20,Away,IND,9.0,7.0,3.945,6.618,7.5,3.5
Terry Rozier,CHO,25,21.709,22.5,2023-12-20,Away,IND,9.0,7.0,3.706,7.118,7.5,3.5
Terry Rozier,CHO,25,21.709,22.5,2023-12-20,Away,IND,9.0,7.0,3.706,7.118,7.5,3.5
Terry Rozier,CHO,25,21.709,22.5,2023-12-20,Away,IND,9.0,7.0,3.945,6.618,7.5,3.5
Terry Rozier,CHO,25,21.709,22.5,2023-12-20,Away,IND,9.0,7.0,3.945,6.618,7.5,3.5
Terry Rozier,CHO,25,21.709,22.5,2023-12-20,Away,IND,9.0,7.0,3.706,7.118,7.5,3.5
Terry Rozier,CHO,25,21.709,22.5,2023-12-20,Away,IND,9.0,7.0,3.706,7.118,7.5,3.5
Terry Rozier,CHO,25,21.709,22.5,2023-12-20,Away,IND,9.0,7.0,3.945,6.618,7.5,3.5
Terry Rozier,CHO,25,21.709,22.5,2023-12-20,Away,IND,9.0,7.0,3.945,6.618,7.5,3.5
Terry Rozier,CHO,25,21.709,22.5,2023-12-20,Away,IND,9.0,7.0,3.706,7.118,7.5,3.5
Terry Rozier,CHO,25,21.709,22.5,2023-12-20,Away,IND,9.0,7.0,3.706,7.118,7.5,3.5
Terry Rozier,CHO,25,21.709,22.5,2023-12-20,Away,IND,9.0,7.0,3.945,6.618,7.5,3.5
Terry Rozier,CHO,25,21.709,22.5,2023-12-20,Away,IND,9.0,7.0,3.945,6.618,7.5,3.5
Terry Rozier,CHO,25,21.709,22.5,2023-12-20,Away,IND,9.0,7.0,3.706,7.118,7.5,3.5
Terry Rozier,CHO,25,21.709,22.5,2023-12-20,Away,IND,9.0,7.0,3.706,7.118,7.5,3.5
Terry Rozier,CHO,25,21.709,22.5,2023-12-20,Away,IND,9.0,7.0,3.945,6.618,7.5,3.5
Terry Rozier,CHO,25,21.709,22.5,2023-12-20,Away,IND,9.0,7.0,3.945,6.618,7.5,3.5
