Player,Tm,PTS,Points_Running_Avg,player_points_line,Date,Place,Opp
RJ Barrett,NYK,14,18.2,17.5,2023-12-27,Away,OKC
RJ Barrett,NYK,14,18.2,17.5,2023-12-27,Away,OKC
RJ Barrett,NYK,14,18.868,17.5,2023-12-27,Away,OKC
RJ Barrett,NYK,14,18.868,17.5,2023-12-27,Away,OKC
RJ Barrett,NYK,14,18.868,17.5,2023-12-27,Away,OKC
RJ Barrett,NYK,14,18.868,17.5,2023-12-27,Away,OKC
RJ Barrett,NYK,14,18.868,17.5,2023-12-27,Away,OKC
RJ Barrett,NYK,14,18.868,17.5,2023-12-27,Away,OKC
RJ Barrett,NYK,14,18.868,17.5,2023-12-27,Away,OKC
RJ Barrett,NYK,14,18.868,17.5,2023-12-27,Away,OKC
RJ Barrett,NYK,14,18.868,17.5,2023-12-27,Away,OKC
RJ Barrett,NYK,14,18.868,17.5,2023-12-27,Away,OKC
RJ Barrett,NYK,14,18.868,17.5,2023-12-27,Away,OKC
RJ Barrett,NYK,14,18.868,17.5,2023-12-27,Away,OKC
RJ Barrett,NYK,14,18.868,17.5,2023-12-27,Away,OKC
RJ Barrett,NYK,14,18.868,17.5,2023-12-27,Away,OKC
RJ Barrett,NYK,14,18.868,17.5,2023-12-27,Away,OKC
RJ Barrett,NYK,14,18.868,17.5,2023-12-27,Away,OKC
RJ Barrett,NYK,14,18.868,17.5,2023-12-27,Away,OKC
RJ Barrett,NYK,14,18.868,17.5,2023-12-27,Away,OKC
RJ Barrett,NYK,14,18.868,17.5,2023-12-27,Away,OKC
RJ Barrett,NYK,14,18.868,17.5,2023-12-27,Away,OKC
RJ Barrett,NYK,14,18.868,17.5,2023-12-27,Away,OKC
RJ Barrett,NYK,14,18.868,17.5,2023-12-27,Away,OKC
RJ Barrett,NYK,14,18.868,17.5,2023-12-27,Away,OKC
RJ Barrett,NYK,14,18.868,17.5,2023-12-27,Away,OKC
RJ Barrett,NYK,14,18.868,17.5,2023-12-27,Away,OKC
RJ Barrett,NYK,14,18.868,17.5,2023-12-27,Away,OKC
RJ Barrett,NYK,14,18.868,17.5,2023-12-27,Away,OKC
RJ Barrett,NYK,14,18.868,17.5,2023-12-27,Away,OKC
RJ Barrett,NYK,14,18.868,17.5,2023-12-27,Away,OKC
RJ Barrett,NYK,14,18.868,17.5,2023-12-27,Away,OKC
RJ Barrett,NYK,14,18.868,17.5,2023-12-27,Away,OKC
RJ Barrett,NYK,14,18.868,17.5,2023-12-27,Away,OKC
RJ Barrett,NYK,19,18.231,16.5,2023-12-29,Away,ORL
RJ Barrett,NYK,19,18.231,16.5,2023-12-29,Away,ORL
RJ Barrett,NYK,19,18.231,16.5,2023-12-29,Away,ORL
RJ Barrett,NYK,19,18.231,16.5,2023-12-29,Away,ORL
RJ Barrett,NYK,19,18.231,16.5,2023-12-29,Away,ORL
RJ Barrett,NYK,19,18.231,16.5,2023-12-29,Away,ORL
RJ Barrett,NYK,19,18.231,16.5,2023-12-29,Away,ORL
RJ Barrett,NYK,19,18.231,16.5,2023-12-29,Away,ORL
RJ Barrett,NYK,19,18.231,16.5,2023-12-29,Away,ORL
RJ Barrett,NYK,19,18.231,16.5,2023-12-29,Away,ORL
RJ Barrett,NYK,19,18.231,16.5,2023-12-29,Away,ORL
RJ Barrett,NYK,19,18.231,16.5,2023-12-29,Away,ORL
RJ Barrett,NYK,19,18.231,16.5,2023-12-29,Away,ORL
RJ Barrett,NYK,19,18.231,16.5,2023-12-29,Away,ORL
RJ Barrett,NYK,19,18.231,16.5,2023-12-29,Away,ORL
RJ Barrett,NYK,19,18.231,16.5,2023-12-29,Away,ORL
RJ Barrett,NYK,19,18.231,16.5,2023-12-29,Away,ORL
RJ Barrett,NYK,19,18.231,16.5,2023-12-29,Away,ORL
RJ Barrett,NYK,19,18.231,16.5,2023-12-29,Away,ORL
RJ Barrett,NYK,19,18.231,16.5,2023-12-29,Away,ORL
RJ Barrett,NYK,19,18.231,16.5,2023-12-29,Away,ORL
RJ Barrett,NYK,19,18.231,16.5,2023-12-29,Away,ORL
RJ Barrett,NYK,19,18.231,16.5,2023-12-29,Away,ORL
RJ Barrett,NYK,19,18.231,16.5,2023-12-29,Away,ORL
RJ Barrett,NYK,19,18.231,16.5,2023-12-29,Away,ORL
RJ Barrett,NYK,19,18.231,16.5,2023-12-29,Away,ORL
RJ Barrett,NYK,19,18.231,16.5,2023-12-29,Away,ORL
RJ Barrett,NYK,19,18.231,16.5,2023-12-29,Away,ORL
RJ Barrett,NYK,19,18.231,16.5,2023-12-29,Away,ORL
RJ Barrett,NYK,19,18.231,16.5,2023-12-29,Away,ORL
RJ Barrett,NYK,19,18.231,16.5,2023-12-29,Away,ORL
RJ Barrett,NYK,19,18.231,16.5,2023-12-29,Away,ORL
RJ Barrett,NYK,19,18.87,16.5,2023-12-29,Away,ORL
RJ Barrett,NYK,19,18.87,16.5,2023-12-29,Away,ORL
RJ Barrett,NYK,19,18.87,16.5,2023-12-29,Away,ORL
RJ Barrett,NYK,19,18.87,16.5,2023-12-29,Away,ORL
RJ Barrett,NYK,19,18.87,16.5,2023-12-29,Away,ORL
RJ Barrett,NYK,19,18.87,16.5,2023-12-29,Away,ORL
RJ Barrett,NYK,19,18.87,16.5,2023-12-29,Away,ORL
RJ Barrett,NYK,19,18.87,16.5,2023-12-29,Away,ORL
RJ Barrett,NYK,19,18.87,16.5,2023-12-29,Away,ORL
RJ Barrett,NYK,19,18.87,16.5,2023-12-29,Away,ORL
RJ Barrett,NYK,19,18.87,16.5,2023-12-29,Away,ORL
RJ Barrett,NYK,19,18.87,16.5,2023-12-29,Away,ORL
RJ Barrett,NYK,19,18.87,16.5,2023-12-29,Away,ORL
RJ Barrett,NYK,19,18.87,16.5,2023-12-29,Away,ORL
RJ Barrett,NYK,19,18.87,16.5,2023-12-29,Away,ORL
RJ Barrett,NYK,19,18.87,16.5,2023-12-29,Away,ORL
RJ Barrett,NYK,19,18.87,16.5,2023-12-29,Away,ORL
RJ Barrett,NYK,19,18.87,16.5,2023-12-29,Away,ORL
RJ Barrett,NYK,19,18.87,16.5,2023-12-29,Away,ORL
RJ Barrett,NYK,19,18.87,16.5,2023-12-29,Away,ORL
RJ Barrett,NYK,19,18.87,16.5,2023-12-29,Away,ORL
RJ Barrett,NYK,19,18.87,16.5,2023-12-29,Away,ORL
RJ Barrett,NYK,19,18.87,16.5,2023-12-29,Away,ORL
RJ Barrett,NYK,19,18.87,16.5,2023-12-29,Away,ORL
RJ Barrett,NYK,19,18.87,16.5,2023-12-29,Away,ORL
RJ Barrett,NYK,19,18.87,16.5,2023-12-29,Away,ORL
RJ Barrett,NYK,19,18.87,16.5,2023-12-29,Away,ORL
RJ Barrett,NYK,19,18.87,16.5,2023-12-29,Away,ORL
RJ Barrett,NYK,19,18.87,16.5,2023-12-29,Away,ORL
RJ Barrett,NYK,19,18.87,16.5,2023-12-29,Away,ORL
RJ Barrett,NYK,19,18.87,16.5,2023-12-29,Away,ORL
RJ Barrett,NYK,19,18.87,16.5,2023-12-29,Away,ORL
RJ Barrett,TOR,14,18.107,15.5,2024-01-03,Away,MEM
RJ Barrett,TOR,14,18.107,15.5,2024-01-03,Away,MEM
RJ Barrett,TOR,14,18.107,15.5,2024-01-03,Away,MEM
RJ Barrett,TOR,14,18.107,15.5,2024-01-03,Away,MEM
RJ Barrett,TOR,14,18.107,15.5,2024-01-03,Away,MEM
RJ Barrett,TOR,14,18.107,15.5,2024-01-03,Away,MEM
RJ Barrett,TOR,14,18.107,15.5,2024-01-03,Away,MEM
RJ Barrett,TOR,14,18.107,15.5,2024-01-03,Away,MEM
RJ Barrett,TOR,14,18.107,15.5,2024-01-03,Away,MEM
RJ Barrett,TOR,14,18.107,15.5,2024-01-03,Away,MEM
RJ Barrett,TOR,14,18.107,15.5,2024-01-03,Away,MEM
RJ Barrett,TOR,14,18.107,15.5,2024-01-03,Away,MEM
RJ Barrett,TOR,14,18.107,15.5,2024-01-03,Away,MEM
RJ Barrett,TOR,14,18.107,15.5,2024-01-03,Away,MEM
RJ Barrett,TOR,14,18.107,15.5,2024-01-03,Away,MEM
RJ Barrett,TOR,14,18.107,15.5,2024-01-03,Away,MEM
RJ Barrett,TOR,14,18.107,15.5,2024-01-03,Away,MEM
RJ Barrett,TOR,14,18.107,15.5,2024-01-03,Away,MEM
RJ Barrett,TOR,14,18.107,15.5,2024-01-03,Away,MEM
RJ Barrett,TOR,14,18.107,15.5,2024-01-03,Away,MEM
RJ Barrett,TOR,14,18.107,15.5,2024-01-03,Away,MEM
RJ Barrett,TOR,14,18.107,15.5,2024-01-03,Away,MEM
RJ Barrett,TOR,14,18.107,15.5,2024-01-03,Away,MEM
RJ Barrett,TOR,14,18.107,15.5,2024-01-03,Away,MEM
RJ Barrett,TOR,14,18.107,15.5,2024-01-03,Away,MEM
RJ Barrett,TOR,14,18.107,15.5,2024-01-03,Away,MEM
RJ Barrett,TOR,14,18.107,15.5,2024-01-03,Away,MEM
RJ Barrett,TOR,14,18.107,15.5,2024-01-03,Away,MEM
RJ Barrett,TOR,14,18.107,15.5,2024-01-03,Away,MEM
RJ Barrett,TOR,14,18.107,15.5,2024-01-03,Away,MEM
RJ Barrett,TOR,14,18.107,15.5,2024-01-03,Away,MEM
RJ Barrett,TOR,14,18.107,15.5,2024-01-03,Away,MEM
RJ Barrett,TOR,14,18.803,15.5,2024-01-03,Away,MEM
RJ Barrett,TOR,14,18.803,15.5,2024-01-03,Away,MEM
RJ Barrett,TOR,14,18.803,15.5,2024-01-03,Away,MEM
RJ Barrett,TOR,14,18.803,15.5,2024-01-03,Away,MEM
RJ Barrett,TOR,14,18.803,15.5,2024-01-03,Away,MEM
RJ Barrett,TOR,14,18.803,15.5,2024-01-03,Away,MEM
RJ Barrett,TOR,14,18.803,15.5,2024-01-03,Away,MEM
RJ Barrett,TOR,14,18.803,15.5,2024-01-03,Away,MEM
RJ Barrett,TOR,14,18.803,15.5,2024-01-03,Away,MEM
RJ Barrett,TOR,14,18.803,15.5,2024-01-03,Away,MEM
RJ Barrett,TOR,14,18.803,15.5,2024-01-03,Away,MEM
RJ Barrett,TOR,14,18.803,15.5,2024-01-03,Away,MEM
RJ Barrett,TOR,14,18.803,15.5,2024-01-03,Away,MEM
RJ Barrett,TOR,14,18.803,15.5,2024-01-03,Away,MEM
RJ Barrett,TOR,14,18.803,15.5,2024-01-03,Away,MEM
RJ Barrett,TOR,14,18.803,15.5,2024-01-03,Away,MEM
RJ Barrett,TOR,14,18.803,15.5,2024-01-03,Away,MEM
RJ Barrett,TOR,14,18.803,15.5,2024-01-03,Away,MEM
RJ Barrett,TOR,14,18.803,15.5,2024-01-03,Away,MEM
RJ Barrett,TOR,14,18.803,15.5,2024-01-03,Away,MEM
RJ Barrett,TOR,14,18.803,15.5,2024-01-03,Away,MEM
RJ Barrett,TOR,14,18.803,15.5,2024-01-03,Away,MEM
RJ Barrett,TOR,14,18.803,15.5,2024-01-03,Away,MEM
RJ Barrett,TOR,14,18.803,15.5,2024-01-03,Away,MEM
RJ Barrett,TOR,14,18.803,15.5,2024-01-03,Away,MEM
RJ Barrett,TOR,14,18.803,15.5,2024-01-03,Away,MEM
RJ Barrett,TOR,14,18.803,15.5,2024-01-03,Away,MEM
RJ Barrett,TOR,14,18.803,15.5,2024-01-03,Away,MEM
RJ Barrett,TOR,14,18.803,15.5,2024-01-03,Away,MEM
RJ Barrett,TOR,14,18.803,15.5,2024-01-03,Away,MEM
RJ Barrett,TOR,14,18.803,15.5,2024-01-03,Away,MEM
RJ Barrett,TOR,14,18.803,15.5,2024-01-03,Away,MEM
RJ Barrett,TOR,14,17.966,16.5,2024-01-05,Away,SAC
RJ Barrett,TOR,14,17.966,16.5,2024-01-05,Away,SAC
RJ Barrett,TOR,14,17.966,16.5,2024-01-05,Away,SAC
RJ Barrett,TOR,14,17.966,16.5,2024-01-05,Away,SAC
RJ Barrett,TOR,14,17.966,16.5,2024-01-05,Away,SAC
RJ Barrett,TOR,14,17.966,16.5,2024-01-05,Away,SAC
RJ Barrett,TOR,14,17.966,16.5,2024-01-05,Away,SAC
RJ Barrett,TOR,14,17.966,16.5,2024-01-05,Away,SAC
RJ Barrett,TOR,14,17.966,16.5,2024-01-05,Away,SAC
RJ Barrett,TOR,14,17.966,16.5,2024-01-05,Away,SAC
RJ Barrett,TOR,14,17.966,16.5,2024-01-05,Away,SAC
RJ Barrett,TOR,14,17.966,16.5,2024-01-05,Away,SAC
RJ Barrett,TOR,14,17.966,16.5,2024-01-05,Away,SAC
RJ Barrett,TOR,14,17.966,16.5,2024-01-05,Away,SAC
RJ Barrett,TOR,14,17.966,16.5,2024-01-05,Away,SAC
RJ Barrett,TOR,14,17.966,16.5,2024-01-05,Away,SAC
RJ Barrett,TOR,14,17.966,16.5,2024-01-05,Away,SAC
RJ Barrett,TOR,14,17.966,16.5,2024-01-05,Away,SAC
RJ Barrett,TOR,14,17.966,16.5,2024-01-05,Away,SAC
RJ Barrett,TOR,14,17.966,16.5,2024-01-05,Away,SAC
RJ Barrett,TOR,14,17.966,16.5,2024-01-05,Away,SAC
RJ Barrett,TOR,14,17.966,16.5,2024-01-05,Away,SAC
RJ Barrett,TOR,14,17.966,16.5,2024-01-05,Away,SAC
RJ Barrett,TOR,14,17.966,16.5,2024-01-05,Away,SAC
RJ Barrett,TOR,14,17.966,16.5,2024-01-05,Away,SAC
RJ Barrett,TOR,14,17.966,16.5,2024-01-05,Away,SAC
RJ Barrett,TOR,14,17.966,16.5,2024-01-05,Away,SAC
RJ Barrett,TOR,14,17.966,16.5,2024-01-05,Away,SAC
RJ Barrett,TOR,14,17.966,16.5,2024-01-05,Away,SAC
RJ Barrett,TOR,14,17.966,16.5,2024-01-05,Away,SAC
RJ Barrett,TOR,14,17.966,16.5,2024-01-05,Away,SAC
RJ Barrett,TOR,14,17.966,16.5,2024-01-05,Away,SAC
RJ Barrett,TOR,14,18.736,16.5,2024-01-05,Away,SAC
RJ Barrett,TOR,14,18.736,16.5,2024-01-05,Away,SAC
RJ Barrett,TOR,14,18.736,16.5,2024-01-05,Away,SAC
RJ Barrett,TOR,14,18.736,16.5,2024-01-05,Away,SAC
RJ Barrett,TOR,14,18.736,16.5,2024-01-05,Away,SAC
RJ Barrett,TOR,14,18.736,16.5,2024-01-05,Away,SAC
RJ Barrett,TOR,14,18.736,16.5,2024-01-05,Away,SAC
RJ Barrett,TOR,14,18.736,16.5,2024-01-05,Away,SAC
RJ Barrett,TOR,14,18.736,16.5,2024-01-05,Away,SAC
RJ Barrett,TOR,14,18.736,16.5,2024-01-05,Away,SAC
RJ Barrett,TOR,14,18.736,16.5,2024-01-05,Away,SAC
RJ Barrett,TOR,14,18.736,16.5,2024-01-05,Away,SAC
RJ Barrett,TOR,14,18.736,16.5,2024-01-05,Away,SAC
RJ Barrett,TOR,14,18.736,16.5,2024-01-05,Away,SAC
RJ Barrett,TOR,14,18.736,16.5,2024-01-05,Away,SAC
RJ Barrett,TOR,14,18.736,16.5,2024-01-05,Away,SAC
RJ Barrett,TOR,14,18.736,16.5,2024-01-05,Away,SAC
RJ Barrett,TOR,14,18.736,16.5,2024-01-05,Away,SAC
RJ Barrett,TOR,14,18.736,16.5,2024-01-05,Away,SAC
RJ Barrett,TOR,14,18.736,16.5,2024-01-05,Away,SAC
RJ Barrett,TOR,14,18.736,16.5,2024-01-05,Away,SAC
RJ Barrett,TOR,14,18.736,16.5,2024-01-05,Away,SAC
RJ Barrett,TOR,14,18.736,16.5,2024-01-05,Away,SAC
RJ Barrett,TOR,14,18.736,16.5,2024-01-05,Away,SAC
RJ Barrett,TOR,14,18.736,16.5,2024-01-05,Away,SAC
RJ Barrett,TOR,14,18.736,16.5,2024-01-05,Away,SAC
RJ Barrett,TOR,14,18.736,16.5,2024-01-05,Away,SAC
RJ Barrett,TOR,14,18.736,16.5,2024-01-05,Away,SAC
RJ Barrett,TOR,14,18.736,16.5,2024-01-05,Away,SAC
RJ Barrett,TOR,14,18.736,16.5,2024-01-05,Away,SAC
RJ Barrett,TOR,14,18.736,16.5,2024-01-05,Away,SAC
RJ Barrett,TOR,14,18.736,16.5,2024-01-05,Away,SAC
RJ Barrett,TOR,37,18.6,15.5,2024-01-07,Away,GSW
RJ Barrett,TOR,37,18.6,15.5,2024-01-07,Away,GSW
RJ Barrett,TOR,37,18.6,15.5,2024-01-07,Away,GSW
RJ Barrett,TOR,37,18.6,15.5,2024-01-07,Away,GSW
RJ Barrett,TOR,37,18.6,15.5,2024-01-07,Away,GSW
RJ Barrett,TOR,37,18.6,15.5,2024-01-07,Away,GSW
RJ Barrett,TOR,37,18.6,15.5,2024-01-07,Away,GSW
RJ Barrett,TOR,37,18.6,15.5,2024-01-07,Away,GSW
RJ Barrett,TOR,37,18.6,15.5,2024-01-07,Away,GSW
RJ Barrett,TOR,37,18.6,15.5,2024-01-07,Away,GSW
RJ Barrett,TOR,37,18.6,15.5,2024-01-07,Away,GSW
RJ Barrett,TOR,37,18.6,15.5,2024-01-07,Away,GSW
RJ Barrett,TOR,37,18.6,15.5,2024-01-07,Away,GSW
RJ Barrett,TOR,37,18.6,15.5,2024-01-07,Away,GSW
RJ Barrett,TOR,37,18.6,15.5,2024-01-07,Away,GSW
RJ Barrett,TOR,37,18.6,15.5,2024-01-07,Away,GSW
RJ Barrett,TOR,37,18.6,15.5,2024-01-07,Away,GSW
RJ Barrett,TOR,37,18.6,15.5,2024-01-07,Away,GSW
RJ Barrett,TOR,37,18.6,15.5,2024-01-07,Away,GSW
RJ Barrett,TOR,37,18.6,15.5,2024-01-07,Away,GSW
RJ Barrett,TOR,37,18.6,15.5,2024-01-07,Away,GSW
RJ Barrett,TOR,37,18.6,15.5,2024-01-07,Away,GSW
RJ Barrett,TOR,37,18.6,15.5,2024-01-07,Away,GSW
RJ Barrett,TOR,37,18.6,15.5,2024-01-07,Away,GSW
RJ Barrett,TOR,37,18.6,15.5,2024-01-07,Away,GSW
RJ Barrett,TOR,37,18.6,15.5,2024-01-07,Away,GSW
RJ Barrett,TOR,37,18.6,15.5,2024-01-07,Away,GSW
RJ Barrett,TOR,37,18.6,15.5,2024-01-07,Away,GSW
RJ Barrett,TOR,37,18.6,15.5,2024-01-07,Away,GSW
RJ Barrett,TOR,37,18.6,15.5,2024-01-07,Away,GSW
RJ Barrett,TOR,37,18.6,15.5,2024-01-07,Away,GSW
RJ Barrett,TOR,37,18.6,15.5,2024-01-07,Away,GSW
RJ Barrett,TOR,37,18.986,15.5,2024-01-07,Away,GSW
RJ Barrett,TOR,37,18.986,15.5,2024-01-07,Away,GSW
RJ Barrett,TOR,37,18.986,15.5,2024-01-07,Away,GSW
RJ Barrett,TOR,37,18.986,15.5,2024-01-07,Away,GSW
RJ Barrett,TOR,37,18.986,15.5,2024-01-07,Away,GSW
RJ Barrett,TOR,37,18.986,15.5,2024-01-07,Away,GSW
RJ Barrett,TOR,37,18.986,15.5,2024-01-07,Away,GSW
RJ Barrett,TOR,37,18.986,15.5,2024-01-07,Away,GSW
RJ Barrett,TOR,37,18.986,15.5,2024-01-07,Away,GSW
RJ Barrett,TOR,37,18.986,15.5,2024-01-07,Away,GSW
RJ Barrett,TOR,37,18.986,15.5,2024-01-07,Away,GSW
RJ Barrett,TOR,37,18.986,15.5,2024-01-07,Away,GSW
RJ Barrett,TOR,37,18.986,15.5,2024-01-07,Away,GSW
RJ Barrett,TOR,37,18.986,15.5,2024-01-07,Away,GSW
RJ Barrett,TOR,37,18.986,15.5,2024-01-07,Away,GSW
RJ Barrett,TOR,37,18.986,15.5,2024-01-07,Away,GSW
RJ Barrett,TOR,37,18.986,15.5,2024-01-07,Away,GSW
RJ Barrett,TOR,37,18.986,15.5,2024-01-07,Away,GSW
RJ Barrett,TOR,37,18.986,15.5,2024-01-07,Away,GSW
RJ Barrett,TOR,37,18.986,15.5,2024-01-07,Away,GSW
RJ Barrett,TOR,37,18.986,15.5,2024-01-07,Away,GSW
RJ Barrett,TOR,37,18.986,15.5,2024-01-07,Away,GSW
RJ Barrett,TOR,37,18.986,15.5,2024-01-07,Away,GSW
RJ Barrett,TOR,37,18.986,15.5,2024-01-07,Away,GSW
RJ Barrett,TOR,37,18.986,15.5,2024-01-07,Away,GSW
RJ Barrett,TOR,37,18.986,15.5,2024-01-07,Away,GSW
RJ Barrett,TOR,37,18.986,15.5,2024-01-07,Away,GSW
RJ Barrett,TOR,37,18.986,15.5,2024-01-07,Away,GSW
RJ Barrett,TOR,37,18.986,15.5,2024-01-07,Away,GSW
RJ Barrett,TOR,37,18.986,15.5,2024-01-07,Away,GSW
RJ Barrett,TOR,37,18.986,15.5,2024-01-07,Away,GSW
RJ Barrett,TOR,37,18.986,15.5,2024-01-07,Away,GSW
RJ Barrett,TOR,23,18.742,17.5,2024-01-09,Away,LAL
RJ Barrett,TOR,23,18.742,17.5,2024-01-09,Away,LAL
RJ Barrett,TOR,23,18.742,17.5,2024-01-09,Away,LAL
RJ Barrett,TOR,23,18.742,17.5,2024-01-09,Away,LAL
RJ Barrett,TOR,23,18.742,17.5,2024-01-09,Away,LAL
RJ Barrett,TOR,23,18.742,17.5,2024-01-09,Away,LAL
RJ Barrett,TOR,23,18.742,17.5,2024-01-09,Away,LAL
RJ Barrett,TOR,23,18.742,17.5,2024-01-09,Away,LAL
RJ Barrett,TOR,23,18.742,17.5,2024-01-09,Away,LAL
RJ Barrett,TOR,23,18.742,17.5,2024-01-09,Away,LAL
RJ Barrett,TOR,23,18.742,17.5,2024-01-09,Away,LAL
RJ Barrett,TOR,23,18.742,17.5,2024-01-09,Away,LAL
RJ Barrett,TOR,23,18.742,17.5,2024-01-09,Away,LAL
RJ Barrett,TOR,23,18.742,17.5,2024-01-09,Away,LAL
RJ Barrett,TOR,23,18.742,17.5,2024-01-09,Away,LAL
RJ Barrett,TOR,23,18.742,17.5,2024-01-09,Away,LAL
RJ Barrett,TOR,23,18.742,17.5,2024-01-09,Away,LAL
RJ Barrett,TOR,23,18.742,17.5,2024-01-09,Away,LAL
RJ Barrett,TOR,23,18.742,17.5,2024-01-09,Away,LAL
RJ Barrett,TOR,23,18.742,17.5,2024-01-09,Away,LAL
RJ Barrett,TOR,23,18.742,17.5,2024-01-09,Away,LAL
RJ Barrett,TOR,23,18.742,17.5,2024-01-09,Away,LAL
RJ Barrett,TOR,23,18.742,17.5,2024-01-09,Away,LAL
RJ Barrett,TOR,23,18.742,17.5,2024-01-09,Away,LAL
RJ Barrett,TOR,23,18.742,17.5,2024-01-09,Away,LAL
RJ Barrett,TOR,23,18.742,17.5,2024-01-09,Away,LAL
RJ Barrett,TOR,23,18.742,17.5,2024-01-09,Away,LAL
RJ Barrett,TOR,23,18.742,17.5,2024-01-09,Away,LAL
RJ Barrett,TOR,23,18.742,17.5,2024-01-09,Away,LAL
RJ Barrett,TOR,23,18.742,17.5,2024-01-09,Away,LAL
RJ Barrett,TOR,23,18.742,17.5,2024-01-09,Away,LAL
RJ Barrett,TOR,23,18.742,17.5,2024-01-09,Away,LAL
RJ Barrett,TOR,23,19.041,17.5,2024-01-09,Away,LAL
RJ Barrett,TOR,23,19.041,17.5,2024-01-09,Away,LAL
RJ Barrett,TOR,23,19.041,17.5,2024-01-09,Away,LAL
RJ Barrett,TOR,23,19.041,17.5,2024-01-09,Away,LAL
RJ Barrett,TOR,23,19.041,17.5,2024-01-09,Away,LAL
RJ Barrett,TOR,23,19.041,17.5,2024-01-09,Away,LAL
RJ Barrett,TOR,23,19.041,17.5,2024-01-09,Away,LAL
RJ Barrett,TOR,23,19.041,17.5,2024-01-09,Away,LAL
RJ Barrett,TOR,23,19.041,17.5,2024-01-09,Away,LAL
RJ Barrett,TOR,23,19.041,17.5,2024-01-09,Away,LAL
RJ Barrett,TOR,23,19.041,17.5,2024-01-09,Away,LAL
RJ Barrett,TOR,23,19.041,17.5,2024-01-09,Away,LAL
RJ Barrett,TOR,23,19.041,17.5,2024-01-09,Away,LAL
RJ Barrett,TOR,23,19.041,17.5,2024-01-09,Away,LAL
RJ Barrett,TOR,23,19.041,17.5,2024-01-09,Away,LAL
RJ Barrett,TOR,23,19.041,17.5,2024-01-09,Away,LAL
RJ Barrett,TOR,23,19.041,17.5,2024-01-09,Away,LAL
RJ Barrett,TOR,23,19.041,17.5,2024-01-09,Away,LAL
RJ Barrett,TOR,23,19.041,17.5,2024-01-09,Away,LAL
RJ Barrett,TOR,23,19.041,17.5,2024-01-09,Away,LAL
RJ Barrett,TOR,23,19.041,17.5,2024-01-09,Away,LAL
RJ Barrett,TOR,23,19.041,17.5,2024-01-09,Away,LAL
RJ Barrett,TOR,23,19.041,17.5,2024-01-09,Away,LAL
RJ Barrett,TOR,23,19.041,17.5,2024-01-09,Away,LAL
RJ Barrett,TOR,23,19.041,17.5,2024-01-09,Away,LAL
RJ Barrett,TOR,23,19.041,17.5,2024-01-09,Away,LAL
RJ Barrett,TOR,23,19.041,17.5,2024-01-09,Away,LAL
RJ Barrett,TOR,23,19.041,17.5,2024-01-09,Away,LAL
RJ Barrett,TOR,23,19.041,17.5,2024-01-09,Away,LAL
RJ Barrett,TOR,23,19.041,17.5,2024-01-09,Away,LAL
RJ Barrett,TOR,23,19.041,17.5,2024-01-09,Away,LAL
RJ Barrett,TOR,23,19.041,17.5,2024-01-09,Away,LAL
RJ Barrett,TOR,24,18.906,16.5,2024-01-10,Away,LAC
RJ Barrett,TOR,24,18.906,16.5,2024-01-10,Away,LAC
RJ Barrett,TOR,24,18.906,16.5,2024-01-10,Away,LAC
RJ Barrett,TOR,24,18.906,16.5,2024-01-10,Away,LAC
RJ Barrett,TOR,24,18.906,16.5,2024-01-10,Away,LAC
RJ Barrett,TOR,24,18.906,16.5,2024-01-10,Away,LAC
RJ Barrett,TOR,24,18.906,16.5,2024-01-10,Away,LAC
RJ Barrett,TOR,24,18.906,16.5,2024-01-10,Away,LAC
RJ Barrett,TOR,24,18.906,16.5,2024-01-10,Away,LAC
RJ Barrett,TOR,24,18.906,16.5,2024-01-10,Away,LAC
RJ Barrett,TOR,24,18.906,16.5,2024-01-10,Away,LAC
RJ Barrett,TOR,24,18.906,16.5,2024-01-10,Away,LAC
RJ Barrett,TOR,24,18.906,16.5,2024-01-10,Away,LAC
RJ Barrett,TOR,24,18.906,16.5,2024-01-10,Away,LAC
RJ Barrett,TOR,24,18.906,16.5,2024-01-10,Away,LAC
RJ Barrett,TOR,24,18.906,16.5,2024-01-10,Away,LAC
RJ Barrett,TOR,24,18.906,16.5,2024-01-10,Away,LAC
RJ Barrett,TOR,24,18.906,16.5,2024-01-10,Away,LAC
RJ Barrett,TOR,24,18.906,16.5,2024-01-10,Away,LAC
RJ Barrett,TOR,24,18.906,16.5,2024-01-10,Away,LAC
RJ Barrett,TOR,24,18.906,16.5,2024-01-10,Away,LAC
RJ Barrett,TOR,24,18.906,16.5,2024-01-10,Away,LAC
RJ Barrett,TOR,24,18.906,16.5,2024-01-10,Away,LAC
RJ Barrett,TOR,24,18.906,16.5,2024-01-10,Away,LAC
RJ Barrett,TOR,24,18.906,16.5,2024-01-10,Away,LAC
RJ Barrett,TOR,24,18.906,16.5,2024-01-10,Away,LAC
RJ Barrett,TOR,24,18.906,16.5,2024-01-10,Away,LAC
RJ Barrett,TOR,24,18.906,16.5,2024-01-10,Away,LAC
RJ Barrett,TOR,24,18.906,16.5,2024-01-10,Away,LAC
RJ Barrett,TOR,24,18.906,16.5,2024-01-10,Away,LAC
RJ Barrett,TOR,24,18.906,16.5,2024-01-10,Away,LAC
RJ Barrett,TOR,24,18.906,16.5,2024-01-10,Away,LAC
RJ Barrett,TOR,24,19.107,16.5,2024-01-10,Away,LAC
