Player,Tm,PTS,Points_Running_Avg,player_points_line,Date
Trae Young,ATL,30.0,28.2,30.5,2023-12-20
Trae Young,ATL,30.0,28.269,27.5,2023-12-22
Trae Young,ATL,30.0,28.333,30.5,2023-12-23
Trae Young,ATL,21.0,28.071,28.5,2023-12-26
Trae Young,ATL,24.0,27.931,28.5,2023-12-29
Trae Young,ATL,40.0,28.333,28.5,2023-12-31
Trae Young,ATL,24.0,28.194,27.5,2024-01-03
Trae Young,ATL,13.0,27.719,28.5,2024-01-05
Trae Young,ATL,31.0,27.818,25.5,2024-01-07
Trae Young,ATL,28.0,27.824,27.5,2024-01-10
Trae Young,ATL,13.0,27.4,28.5,2024-01-12
Trae Young,ATL,21.0,27.222,29.5,2024-01-13
Trae Young,ATL,36.0,27.459,29.5,2024-01-15
Trae Young,ATL,18.0,27.211,27.5,2024-01-17
Trae Young,ATL,30.0,26.975,25.5,2024-01-26
Trae Young,ATL,30.0,27.049,25.5,2024-01-28
Dejounte Murray,ATL,21.0,20.0,18.5,2023-12-20
Dejounte Murray,ATL,24.0,20.143,18.5,2023-12-22
Dejounte Murray,ATL,26.0,20.345,19.5,2023-12-23
Dejounte Murray,ATL,18.0,20.161,20.5,2023-12-29
Dejounte Murray,ATL,32.0,20.531,21.5,2023-12-31
Dejounte Murray,ATL,22.0,20.576,19.5,2024-01-03
Dejounte Murray,ATL,30.0,20.853,21.5,2024-01-05
Dejounte Murray,ATL,24.0,20.943,20.5,2024-01-07
Dejounte Murray,ATL,25.0,21.056,22.5,2024-01-10
Dejounte Murray,ATL,29.0,21.27,23.5,2024-01-12
Dejounte Murray,ATL,13.0,21.053,23.5,2024-01-13
Dejounte Murray,ATL,13.0,20.846,23.5,2024-01-15
Dejounte Murray,ATL,26.0,20.975,20.5,2024-01-17
Dejounte Murray,ATL,35.0,21.395,24.5,2024-01-22
Dejounte Murray,ATL,23.0,21.432,26.5,2024-01-24
Dejounte Murray,ATL,24.0,21.5,21.5,2024-01-30
Jalen Johnson,ATL,16.0,14.143,11.5,2023-12-29
Jalen Johnson,ATL,24.0,14.8,16.5,2023-12-31
Jalen Johnson,ATL,28.0,15.625,15.5,2024-01-03
Jalen Johnson,ATL,12.0,15.412,17.5,2024-01-05
Jalen Johnson,ATL,12.0,15.222,16.5,2024-01-07
Jalen Johnson,ATL,25.0,15.737,15.5,2024-01-10
Jalen Johnson,ATL,16.0,15.75,16.5,2024-01-12
Jalen Johnson,ATL,5.0,15.238,16.5,2024-01-13
Jalen Johnson,ATL,16.0,15.273,14.5,2024-01-15
Jalen Johnson,ATL,10.0,15.043,14.5,2024-01-17
Jalen Johnson,ATL,11.0,15.077,17.5,2024-01-22
Jalen Johnson,ATL,21.0,15.296,17.5,2024-01-24
Jalen Johnson,ATL,17.0,15.69,16.5,2024-01-28
Saddiq Bey,ATL,9.0,13.0,14.5,2023-12-20
Saddiq Bey,ATL,16.0,13.188,12.5,2023-12-22
Saddiq Bey,ATL,14.0,13.235,13.5,2023-12-23
Saddiq Bey,ATL,15.0,13.316,13.5,2023-12-29
Saddiq Bey,ATL,11.0,13.2,15.5,2023-12-31
Saddiq Bey,ATL,10.0,13.048,13.5,2024-01-03
Saddiq Bey,ATL,9.0,12.864,13.5,2024-01-05
Saddiq Bey,ATL,16.0,13.0,12.5,2024-01-07
Saddiq Bey,ATL,15.0,13.083,13.5,2024-01-10
Saddiq Bey,ATL,17.0,13.24,13.5,2024-01-12
Saddiq Bey,ATL,16.0,13.346,13.5,2024-01-13
Saddiq Bey,ATL,10.0,13.222,15.5,2024-01-15
Saddiq Bey,ATL,7.0,13.0,12.5,2024-01-17
Saddiq Bey,ATL,13.0,12.613,14.5,2024-01-22
Saddiq Bey,ATL,18.0,12.781,13.5,2024-01-24
Saddiq Bey,ATL,26.0,13.265,13.5,2024-01-28
De'Andre Hunter,ATL,11.0,14.917,14.5,2023-12-20
Clint Capela,ATL,15.0,11.808,13.5,2023-12-20
Clint Capela,ATL,8.0,11.667,12.5,2023-12-22
Clint Capela,ATL,20.0,11.964,10.5,2023-12-23
Clint Capela,ATL,13.0,12.0,13.5,2023-12-26
Clint Capela,ATL,12.0,12.0,12.5,2023-12-29
Clint Capela,ATL,11.0,11.968,14.5,2023-12-31
Clint Capela,ATL,12.0,11.969,12.5,2024-01-03
Clint Capela,ATL,9.0,11.879,12.5,2024-01-05
Clint Capela,ATL,4.0,11.647,11.5,2024-01-07
Clint Capela,ATL,7.0,11.514,12.5,2024-01-12
Clint Capela,ATL,4.0,11.306,12.5,2024-01-13
Clint Capela,ATL,13.0,11.351,11.5,2024-01-15
Clint Capela,ATL,12.0,11.368,10.5,2024-01-17
Clint Capela,ATL,11.0,11.171,11.5,2024-01-22
Clint Capela,ATL,11.0,11.167,11.5,2024-01-24
Clint Capela,ATL,10.0,11.14,11.5,2024-01-26
Clint Capela,ATL,19.0,11.318,11.5,2024-01-28
Clint Capela,ATL,13.0,11.356,11.5,2024-01-30
Jayson Tatum,BOS,15.0,26.808,28.5,2023-12-19
Jayson Tatum,BOS,30.0,26.926,29.5,2023-12-23
Jayson Tatum,BOS,25.0,26.857,28.5,2023-12-25
Jayson Tatum,BOS,31.0,27.0,27.5,2023-12-28
Jayson Tatum,BOS,25.0,26.933,26.5,2023-12-31
Jayson Tatum,BOS,30.0,27.032,26.5,2024-01-02
Jayson Tatum,BOS,30.0,27.125,26.5,2024-01-05
Jayson Tatum,BOS,38.0,27.455,27.5,2024-01-06
Jayson Tatum,BOS,45.0,27.971,25.5,2024-01-10
Jayson Tatum,BOS,27.0,27.361,26.5,2024-01-13
Jayson Tatum,BOS,19.0,27.135,28.5,2024-01-15
Jayson Tatum,BOS,24.0,27.053,27.5,2024-01-17
Jayson Tatum,BOS,22.0,26.923,27.5,2024-01-19
Jayson Tatum,BOS,26.0,26.976,26.5,2024-01-25
Jayson Tatum,BOS,21.0,26.837,29.5,2024-01-27
Jayson Tatum,BOS,28.0,26.864,28.5,2024-01-29
Jayson Tatum,BOS,30.0,26.933,29.5,2024-01-30
Jrue Holiday,BOS,13.0,12.292,12.5,2023-12-19
Jrue Holiday,BOS,18.0,13.111,12.5,2023-12-25
Jrue Holiday,BOS,7.0,12.933,12.5,2024-01-02
Jrue Holiday,BOS,14.0,12.968,12.5,2024-01-05
Jrue Holiday,BOS,8.0,12.812,13.5,2024-01-06
Jrue Holiday,BOS,11.0,12.778,12.5,2024-01-13
Jrue Holiday,BOS,7.0,13.103,13.5,2024-01-19
Jrue Holiday,BOS,17.0,13.293,11.5,2024-01-25
Jrue Holiday,BOS,7.0,13.143,13.5,2024-01-27
Jrue Holiday,BOS,17.0,13.386,13.5,2024-01-30
Jaylen Brown,BOS,28.0,22.52,23.5,2023-12-19
Jaylen Brown,BOS,24.0,22.778,26.5,2023-12-23
Jaylen Brown,BOS,19.0,22.643,23.5,2023-12-25
Jaylen Brown,BOS,24.0,22.967,23.5,2023-12-31
Jaylen Brown,BOS,15.0,22.71,22.5,2024-01-02
Jaylen Brown,BOS,13.0,22.406,23.5,2024-01-05
Jaylen Brown,BOS,31.0,22.667,21.5,2024-01-06
Jaylen Brown,BOS,35.0,23.514,23.5,2024-01-10
Jaylen Brown,BOS,32.0,23.378,23.5,2024-01-13
Jaylen Brown,BOS,21.0,23.316,26.5,2024-01-17
Jaylen Brown,BOS,13.0,23.051,24.5,2024-01-19
Jaylen Brown,BOS,18.0,22.952,22.5,2024-01-25
Jaylen Brown,BOS,8.0,22.605,23.5,2024-01-27
Jaylen Brown,BOS,22.0,22.591,23.5,2024-01-29
Jaylen Brown,BOS,25.0,22.644,22.5,2024-01-30
Derrick White,BOS,30.0,15.957,15.5,2023-12-19
Derrick White,BOS,18.0,16.577,16.5,2023-12-25
Derrick White,BOS,19.0,17.033,16.5,2024-01-02
Derrick White,BOS,10.0,16.806,16.5,2024-01-05
Derrick White,BOS,7.0,16.5,16.5,2024-01-06
Derrick White,BOS,13.0,15.694,12.5,2024-01-13
Derrick White,BOS,24.0,16.079,12.5,2024-01-19
Derrick White,BOS,15.0,15.927,14.5,2024-01-25
Derrick White,BOS,2.0,15.595,15.5,2024-01-27
Derrick White,BOS,24.0,15.818,15.5,2024-01-30
Al Horford,BOS,0.0,8.667,9.5,2024-01-27
Mikal Bridges,BRK,15.0,21.667,21.5,2023-12-20
Mikal Bridges,BRK,14.0,21.393,19.5,2023-12-22
Mikal Bridges,BRK,29.0,21.655,21.5,2023-12-23
Mikal Bridges,BRK,21.0,21.633,22.5,2023-12-26
Mikal Bridges,BRK,6.0,21.129,22.5,2023-12-27
Mikal Bridges,BRK,19.0,21.062,22.5,2023-12-29
Mikal Bridges,BRK,22.0,21.091,22.5,2023-12-31
Mikal Bridges,BRK,13.0,20.853,22.5,2024-01-02
Mikal Bridges,BRK,17.0,20.583,20.5,2024-01-05
Mikal Bridges,BRK,42.0,21.162,20.5,2024-01-07
Mikal Bridges,BRK,26.0,21.289,22.5,2024-01-11
Mikal Bridges,BRK,26.0,21.41,22.5,2024-01-15
Mikal Bridges,BRK,21.0,21.4,24.5,2024-01-17
Mikal Bridges,BRK,17.0,21.293,24.5,2024-01-19
Mikal Bridges,BRK,26.0,21.405,22.5,2024-01-21
Mikal Bridges,BRK,36.0,21.744,21.5,2024-01-23
Mikal Bridges,BRK,21.0,21.727,22.5,2024-01-25
Mikal Bridges,BRK,19.0,21.667,23.5,2024-01-27
Mikal Bridges,BRK,33.0,21.913,22.5,2024-01-29
Spencer Dinwiddie,BRK,10.0,14.769,16.5,2023-12-20
Spencer Dinwiddie,BRK,6.0,14.444,14.5,2023-12-22
Spencer Dinwiddie,BRK,14.0,14.429,14.5,2023-12-23
Spencer Dinwiddie,BRK,9.0,14.241,14.5,2023-12-26
Spencer Dinwiddie,BRK,17.0,14.333,14.5,2023-12-29
Spencer Dinwiddie,BRK,13.0,14.29,14.5,2023-12-31
Spencer Dinwiddie,BRK,0.0,13.844,14.5,2024-01-02
Spencer Dinwiddie,BRK,23.0,14.029,13.5,2024-01-05
Spencer Dinwiddie,BRK,5.0,13.771,14.5,2024-01-07
Spencer Dinwiddie,BRK,2.0,13.444,13.5,2024-01-11
Spencer Dinwiddie,BRK,16.0,13.525,12.5,2024-01-21
Spencer Dinwiddie,BRK,0.0,13.195,13.5,2024-01-23
Spencer Dinwiddie,BRK,10.0,13.14,11.5,2024-01-27
Spencer Dinwiddie,BRK,2.0,12.886,12.5,2024-01-29
Dorian Finney-Smith,BRK,9.0,10.0,8.5,2024-01-07
Dorian Finney-Smith,BRK,0.0,9.583,8.5,2024-01-11
Dorian Finney-Smith,BRK,0.0,8.75,8.5,2024-01-21
Dorian Finney-Smith,BRK,5.0,8.621,7.5,2024-01-23
Dorian Finney-Smith,BRK,19.0,8.935,9.5,2024-01-27
Cameron Johnson,BRK,20.0,14.25,13.5,2023-12-20
Cameron Johnson,BRK,17.0,14.381,13.5,2023-12-22
Cameron Johnson,BRK,18.0,14.545,14.5,2023-12-23
Cameron Johnson,BRK,24.0,14.957,14.5,2023-12-26
Cameron Johnson,BRK,16.0,15.0,15.5,2023-12-29
Cameron Johnson,BRK,13.0,14.92,15.5,2023-12-31
Cameron Johnson,BRK,17.0,15.0,14.5,2024-01-02
Cameron Johnson,BRK,9.0,14.786,15.5,2024-01-05
Cameron Johnson,BRK,17.0,14.862,15.5,2024-01-07
Cameron Johnson,BRK,3.0,14.467,15.5,2024-01-11
Cameron Johnson,BRK,6.0,14.194,14.5,2024-01-15
Cameron Johnson,BRK,10.0,14.03,13.5,2024-01-19
Cameron Johnson,BRK,9.0,13.882,13.5,2024-01-21
Cameron Johnson,BRK,19.0,14.029,12.5,2024-01-23
Cameron Johnson,BRK,17.0,13.865,12.5,2024-01-29
DeMar DeRozan,CHI,27.0,22.37,22.5,2023-12-20
DeMar DeRozan,CHI,21.0,22.321,22.5,2023-12-21
DeMar DeRozan,CHI,21.0,22.276,23.5,2023-12-23
DeMar DeRozan,CHI,25.0,22.367,25.5,2023-12-26
DeMar DeRozan,CHI,21.0,22.323,26.5,2023-12-28
DeMar DeRozan,CHI,24.0,22.375,24.5,2023-12-30
DeMar DeRozan,CHI,16.0,22.182,23.5,2024-01-02
DeMar DeRozan,CHI,18.0,22.083,20.5,2024-01-08
DeMar DeRozan,CHI,19.0,22.0,19.5,2024-01-10
DeMar DeRozan,CHI,39.0,22.447,20.5,2024-01-12
DeMar DeRozan,CHI,6.0,21.975,20.5,2024-01-15
DeMar DeRozan,CHI,24.0,22.024,20.5,2024-01-18
DeMar DeRozan,CHI,18.0,21.929,24.5,2024-01-20
DeMar DeRozan,CHI,21.0,21.907,22.5,2024-01-22
DeMar DeRozan,CHI,32.0,22.136,22.5,2024-01-25
DeMar DeRozan,CHI,20.0,22.089,25.5,2024-01-28
DeMar DeRozan,CHI,25.0,22.152,23.5,2024-01-30
Coby White,CHI,17.0,17.483,22.5,2023-12-20
Coby White,CHI,22.0,17.633,22.5,2023-12-21
Coby White,CHI,17.0,17.613,21.5,2023-12-23
Coby White,CHI,16.0,17.606,24.5,2023-12-28
Coby White,CHI,20.0,17.676,21.5,2023-12-30
Coby White,CHI,14.0,17.571,22.5,2024-01-02
Coby White,CHI,27.0,18.158,18.5,2024-01-08
Coby White,CHI,30.0,18.462,19.5,2024-01-10
Coby White,CHI,25.0,18.625,20.5,2024-01-12
Coby White,CHI,18.0,18.524,18.5,2024-01-15
Coby White,CHI,23.0,18.628,19.5,2024-01-18
Coby White,CHI,17.0,18.591,22.5,2024-01-20
Coby White,CHI,26.0,18.756,20.5,2024-01-22
Coby White,CHI,25.0,18.891,21.5,2024-01-25
Coby White,CHI,15.0,18.809,22.5,2024-01-28
Coby White,CHI,13.0,18.688,24.5,2024-01-30
Zach LaVine,CHI,25.0,21.4,20.5,2024-01-12
Zach LaVine,CHI,10.0,20.857,20.5,2024-01-13
Zach LaVine,CHI,17.0,20.682,19.5,2024-01-15
Zach LaVine,CHI,8.0,20.13,19.5,2024-01-18
Patrick Williams,CHI,15.0,11.105,12.5,2023-12-20
Patrick Williams,CHI,13.0,11.524,12.5,2023-12-23
Patrick Williams,CHI,22.0,11.739,14.5,2023-12-28
Patrick Williams,CHI,3.0,11.44,13.5,2024-01-02
Patrick Williams,CHI,6.0,11.1,10.5,2024-01-25
Alex Caruso,CHI,10.0,10.385,8.5,2023-12-23
Alex Caruso,CHI,15.0,10.733,12.5,2023-12-28
Alex Caruso,CHI,8.0,10.765,11.5,2024-01-02
Alex Caruso,CHI,10.0,10.435,8.5,2024-01-15
Alex Caruso,CHI,10.0,10.417,9.5,2024-01-18
Alex Caruso,CHI,8.0,10.32,11.5,2024-01-20
Alex Caruso,CHI,17.0,10.741,10.5,2024-01-25
Alex Caruso,CHI,9.0,10.679,10.5,2024-01-28
Alex Caruso,CHI,11.0,10.69,12.5,2024-01-30
Miles Bridges,CHO,19.0,19.846,21.5,2023-12-20
Miles Bridges,CHO,22.0,20.0,18.5,2023-12-23
Miles Bridges,CHO,20.0,20.062,21.5,2023-12-28
Miles Bridges,CHO,26.0,19.889,20.5,2024-01-01
Miles Bridges,CHO,28.0,20.65,20.5,2024-01-05
Miles Bridges,CHO,24.0,20.81,23.5,2024-01-08
Miles Bridges,CHO,24.0,20.955,24.5,2024-01-10
Miles Bridges,CHO,20.0,20.625,22.5,2024-01-14
Miles Bridges,CHO,19.0,20.56,19.5,2024-01-17
Miles Bridges,CHO,23.0,20.654,22.5,2024-01-19
Miles Bridges,CHO,25.0,20.815,18.5,2024-01-20
Miles Bridges,CHO,28.0,21.071,19.5,2024-01-22
Miles Bridges,CHO,20.0,21.034,24.5,2024-01-24
Miles Bridges,CHO,21.0,21.033,23.5,2024-01-26
Miles Bridges,CHO,21.0,21.032,23.5,2024-01-27
Terry Rozier,CHO,25.0,23.176,22.5,2023-12-20
Terry Rozier,CHO,25.0,23.176,22.5,2023-12-20
Terry Rozier,CHO,25.0,21.709,22.5,2023-12-20
Terry Rozier,CHO,25.0,21.709,22.5,2023-12-20
Terry Rozier,CHO,18.0,22.889,23.5,2023-12-26
Terry Rozier,CHO,18.0,22.889,23.5,2023-12-26
Terry Rozier,CHO,18.0,21.643,23.5,2023-12-26
Terry Rozier,CHO,18.0,21.643,23.5,2023-12-26
Terry Rozier,CHO,18.0,22.632,24.5,2023-12-28
Terry Rozier,CHO,18.0,22.632,24.5,2023-12-28
Terry Rozier,CHO,18.0,21.579,24.5,2023-12-28
Terry Rozier,CHO,18.0,21.579,24.5,2023-12-28
Terry Rozier,CHO,15.0,23.682,23.5,2024-01-05
Terry Rozier,CHO,15.0,23.682,23.5,2024-01-05
Terry Rozier,CHO,15.0,22.017,23.5,2024-01-05
Terry Rozier,CHO,15.0,22.017,23.5,2024-01-05
Terry Rozier,CHO,39.0,24.348,24.5,2024-01-08
Terry Rozier,CHO,39.0,24.348,24.5,2024-01-08
Terry Rozier,CHO,39.0,22.295,24.5,2024-01-08
Terry Rozier,CHO,39.0,22.295,24.5,2024-01-08
Terry Rozier,CHO,22.0,24.25,26.5,2024-01-10
Terry Rozier,CHO,22.0,24.25,26.5,2024-01-10
Terry Rozier,CHO,22.0,22.29,26.5,2024-01-10
Terry Rozier,CHO,22.0,22.29,26.5,2024-01-10
Terry Rozier,CHO,26.0,24.0,27.5,2024-01-14
Terry Rozier,CHO,26.0,24.0,27.5,2024-01-14
Terry Rozier,CHO,26.0,22.25,27.5,2024-01-14
Terry Rozier,CHO,26.0,22.25,27.5,2024-01-14
Terry Rozier,CHO,25.0,24.037,20.5,2024-01-17
Terry Rozier,CHO,25.0,24.037,20.5,2024-01-17
Terry Rozier,CHO,25.0,22.292,20.5,2024-01-17
Terry Rozier,CHO,25.0,22.292,20.5,2024-01-17
Terry Rozier,CHO,17.0,23.786,24.5,2024-01-19
Terry Rozier,CHO,17.0,23.786,24.5,2024-01-19
Terry Rozier,CHO,17.0,22.212,24.5,2024-01-19
Terry Rozier,CHO,17.0,22.212,24.5,2024-01-19
Terry Rozier,CHO,19.0,23.621,20.5,2024-01-20
Terry Rozier,CHO,19.0,23.621,20.5,2024-01-20
Terry Rozier,CHO,19.0,22.164,20.5,2024-01-20
Terry Rozier,CHO,19.0,22.164,20.5,2024-01-20
Terry Rozier,MIA,21.0,22.242,16.5,2024-01-29
Terry Rozier,MIA,21.0,22.242,16.5,2024-01-29
Terry Rozier,MIA,21.0,21.606,16.5,2024-01-29
Terry Rozier,MIA,21.0,21.606,16.5,2024-01-29
LaMelo Ball,CHO,21.0,24.647,28.5,2024-01-14
LaMelo Ball,CHO,29.0,24.889,22.5,2024-01-17
LaMelo Ball,CHO,28.0,25.053,25.5,2024-01-19
LaMelo Ball,CHO,18.0,24.7,21.5,2024-01-22
LaMelo Ball,CHO,17.0,24.333,27.5,2024-01-24
LaMelo Ball,CHO,15.0,23.909,26.5,2024-01-26
Grant Williams,DAL,9.0,9.583,9.5,2023-12-20
Grant Williams,DAL,9.0,9.583,9.5,2023-12-20
Grant Williams,DAL,9.0,9.351,9.5,2023-12-20
Grant Williams,DAL,9.0,9.351,9.5,2023-12-20
Gordon Hayward,CHO,11.0,15.043,16.5,2023-12-20
Gordon Hayward,CHO,8.0,14.75,14.5,2023-12-23
Brandon Miller,CHO,21.0,14.944,16.5,2023-12-20
Brandon Miller,CHO,4.0,14.368,17.5,2023-12-23
Brandon Miller,CHO,15.0,14.773,15.5,2024-01-01
Brandon Miller,CHO,23.0,14.321,13.5,2024-01-20
Brandon Miller,CHO,23.0,15.033,,2024-01-24
Brandon Miller,CHO,5.0,14.71,17.5,2024-01-26
Brandon Miller,CHO,12.0,14.625,16.5,2024-01-27
Donovan Mitchell,CLE,34.0,28.0,29.5,2023-12-29
Donovan Mitchell,CLE,26.0,27.917,29.5,2024-01-01
Donovan Mitchell,CLE,22.0,27.68,30.5,2024-01-03
Donovan Mitchell,CLE,26.0,27.615,29.5,2024-01-05
Donovan Mitchell,CLE,17.0,27.222,28.5,2024-01-07
Donovan Mitchell,CLE,45.0,27.857,26.5,2024-01-11
Donovan Mitchell,CLE,34.0,28.069,31.5,2024-01-15
Donovan Mitchell,CLE,31.0,28.167,33.5,2024-01-17
Donovan Mitchell,CLE,25.0,27.75,31.5,2024-01-22
Donovan Mitchell,CLE,23.0,27.606,31.5,2024-01-24
Donovan Mitchell,CLE,32.0,27.735,30.5,2024-01-26
Donovan Mitchell,CLE,28.0,27.743,29.5,2024-01-29
Max Strus,CLE,18.0,13.893,15.5,2023-12-20
Max Strus,CLE,26.0,14.267,19.5,2023-12-23
Max Strus,CLE,6.0,13.758,16.5,2024-01-01
Max Strus,CLE,24.0,14.059,15.5,2024-01-03
Max Strus,CLE,9.0,13.914,15.5,2024-01-05
Max Strus,CLE,8.0,13.75,14.5,2024-01-07
Max Strus,CLE,0.0,13.378,13.5,2024-01-11
Max Strus,CLE,10.0,12.829,12.5,2024-01-22
Max Strus,CLE,14.0,12.857,11.5,2024-01-24
Max Strus,CLE,11.0,12.814,11.5,2024-01-26
Max Strus,CLE,14.0,12.841,11.5,2024-01-29
Jarrett Allen,CLE,17.0,13.0,15.5,2023-12-20
Jarrett Allen,CLE,19.0,13.28,15.5,2023-12-23
Jarrett Allen,CLE,16.0,14.357,17.5,2024-01-01
Jarrett Allen,CLE,17.0,14.448,19.5,2024-01-03
Jarrett Allen,CLE,12.0,14.367,18.5,2024-01-05
Jarrett Allen,CLE,29.0,14.839,16.5,2024-01-07
Jarrett Allen,CLE,12.0,14.75,17.5,2024-01-11
Jarrett Allen,CLE,10.0,14.606,17.5,2024-01-15
Jarrett Allen,CLE,21.0,14.794,16.5,2024-01-17
Jarrett Allen,CLE,14.0,14.75,16.5,2024-01-22
Jarrett Allen,CLE,21.0,14.919,14.5,2024-01-24
Jarrett Allen,CLE,24.0,15.158,16.5,2024-01-26
Jarrett Allen,CLE,20.0,15.282,16.5,2024-01-29
Isaac Okoro,CLE,12.0,11.4,10.5,2023-12-23
Isaac Okoro,CLE,9.0,12.071,11.5,2024-01-03
Isaac Okoro,CLE,8.0,11.8,10.5,2024-01-05
Isaac Okoro,CLE,3.0,11.25,10.5,2024-01-07
Isaac Okoro,CLE,12.0,11.294,9.5,2024-01-11
Isaac Okoro,CLE,8.0,10.905,10.5,2024-01-22
Isaac Okoro,CLE,10.0,10.864,,2024-01-24
Isaac Okoro,CLE,3.0,10.522,8.5,2024-01-26
Isaac Okoro,CLE,17.0,10.792,7.5,2024-01-29
Kyrie Irving,DAL,29.0,22.842,21.5,2024-01-03
Kyrie Irving,DAL,24.0,22.9,24.5,2024-01-05
Kyrie Irving,DAL,33.0,23.909,25.5,2024-01-09
Kyrie Irving,DAL,44.0,24.783,30.5,2024-01-11
Kyrie Irving,DAL,33.0,25.125,32.5,2024-01-13
Kyrie Irving,DAL,42.0,25.8,33.5,2024-01-15
Kyrie Irving,DAL,23.0,25.185,26.5,2024-01-22
Tim Hardaway Jr.,DAL,18.0,19.0,18.5,2023-12-25
Tim Hardaway Jr.,DAL,41.0,24.0,22.5,2024-01-15
Josh Green,DAL,13.0,8.0,9.5,2024-01-15
Dereck Lively II,DAL,20.0,9.087,8.5,2023-12-25
Dereck Lively II,DAL,0.0,8.464,9.5,2024-01-03
Dereck Lively II,DAL,6.0,8.548,7.5,2024-01-22
Dereck Lively II,DAL,9.0,8.545,8.5,2024-01-26
Dereck Lively II,DAL,20.0,9.0,8.5,2024-01-29
Derrick Jones Jr.,DAL,19.0,9.96,10.5,2023-12-20
Derrick Jones Jr.,DAL,23.0,10.214,10.5,2023-12-25
Derrick Jones Jr.,DAL,5.0,10.03,10.5,2024-01-03
Derrick Jones Jr.,DAL,11.0,10.167,10.5,2024-01-09
Derrick Jones Jr.,DAL,9.0,10.135,12.5,2024-01-11
Derrick Jones Jr.,DAL,5.0,10.3,8.5,2024-01-22
Kentavious Caldwell-Pope,DEN,10.0,10.481,8.5,2023-12-20
Kentavious Caldwell-Pope,DEN,3.0,10.214,8.5,2023-12-22
Kentavious Caldwell-Pope,DEN,16.0,10.167,8.5,2023-12-25
Kentavious Caldwell-Pope,DEN,12.0,10.226,9.5,2023-12-28
Kentavious Caldwell-Pope,DEN,5.0,10.0,9.5,2024-01-01
Kentavious Caldwell-Pope,DEN,8.0,9.941,9.5,2024-01-04
Kentavious Caldwell-Pope,DEN,18.0,10.056,9.5,2024-01-07
Kentavious Caldwell-Pope,DEN,12.0,10.108,9.5,2024-01-10
Kentavious Caldwell-Pope,DEN,11.0,10.132,10.5,2024-01-12
Kentavious Caldwell-Pope,DEN,11.0,10.154,10.5,2024-01-14
Kentavious Caldwell-Pope,DEN,13.0,10.225,10.5,2024-01-16
Kentavious Caldwell-Pope,DEN,5.0,10.098,9.5,2024-01-19
Kentavious Caldwell-Pope,DEN,10.0,10.095,10.5,2024-01-21
Kentavious Caldwell-Pope,DEN,14.0,10.186,9.5,2024-01-23
Kentavious Caldwell-Pope,DEN,5.0,10.068,9.5,2024-01-25
Kentavious Caldwell-Pope,DEN,8.0,10.022,10.5,2024-01-27
Kentavious Caldwell-Pope,DEN,12.0,10.065,10.5,2024-01-29
Aaron Gordon,DEN,12.0,13.28,13.5,2023-12-20
Aaron Gordon,DEN,18.0,13.462,13.5,2023-12-22
Aaron Gordon,DEN,16.0,13.571,14.5,2023-12-25
Aaron Gordon,DEN,30.0,14.0,14.5,2024-01-04
Aaron Gordon,DEN,8.0,13.875,15.5,2024-01-07
Aaron Gordon,DEN,12.0,13.818,14.5,2024-01-10
Aaron Gordon,DEN,15.0,13.853,13.5,2024-01-12
Aaron Gordon,DEN,20.0,14.029,13.5,2024-01-14
Aaron Gordon,DEN,16.0,14.083,14.5,2024-01-16
Aaron Gordon,DEN,2.0,13.757,14.5,2024-01-19
Aaron Gordon,DEN,11.0,13.684,15.5,2024-01-21
Aaron Gordon,DEN,9.0,13.564,15.5,2024-01-23
Aaron Gordon,DEN,12.0,13.525,12.5,2024-01-25
Aaron Gordon,DEN,18.0,13.634,14.5,2024-01-27
Aaron Gordon,DEN,8.0,13.5,14.5,2024-01-29
Jamal Murray,DEN,20.0,18.4,19.5,2023-12-20
Jamal Murray,DEN,32.0,19.25,20.5,2023-12-22
Jamal Murray,DEN,28.0,19.778,21.5,2023-12-25
Jamal Murray,DEN,23.0,19.947,23.5,2023-12-28
Jamal Murray,DEN,9.0,19.4,22.5,2023-12-29
Jamal Murray,DEN,25.0,19.667,22.5,2024-01-01
Jamal Murray,DEN,25.0,19.909,21.5,2024-01-04
Jamal Murray,DEN,37.0,20.625,21.5,2024-01-07
Jamal Murray,DEN,17.0,20.48,23.5,2024-01-10
Jamal Murray,DEN,20.0,20.462,23.5,2024-01-12
Jamal Murray,DEN,25.0,20.63,23.5,2024-01-14
Jamal Murray,DEN,35.0,21.0,22.5,2024-01-19
Jamal Murray,DEN,19.0,20.933,24.5,2024-01-21
Jamal Murray,DEN,31.0,21.258,24.5,2024-01-23
Jamal Murray,DEN,9.0,20.875,24.5,2024-01-25
Jamal Murray,DEN,23.0,20.939,23.5,2024-01-27
Jamal Murray,DEN,35.0,21.353,24.5,2024-01-29
Michael Porter Jr.,DEN,12.0,16.31,14.5,2023-12-20
Michael Porter Jr.,DEN,15.0,16.267,14.5,2023-12-22
Michael Porter Jr.,DEN,19.0,16.531,15.5,2023-12-25
Michael Porter Jr.,DEN,8.0,16.273,17.5,2023-12-28
Michael Porter Jr.,DEN,12.0,16.147,16.5,2023-12-29
Michael Porter Jr.,DEN,22.0,16.314,16.5,2024-01-01
Michael Porter Jr.,DEN,8.0,16.083,16.5,2024-01-04
Michael Porter Jr.,DEN,18.0,16.289,16.5,2024-01-07
Michael Porter Jr.,DEN,5.0,16.0,16.5,2024-01-10
