team,player_link,Rk,Player,Age,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Position
NYK,/players/h/hartjo01.html,5,Josh Hart,28,52,13,29.6,3.0,7.0,.421,0.9,2.9,.305,2.1,4.1,.502,.484,0.9,1.1,.839,1.3,5.8,7.1,3.2,0.8,0.3,1.3,1.9,7.7,SF
NYK,/players/b/barrerj01.html,6,RJ Barrett,23,26,26,29.5,6.3,14.9,.423,1.7,5.0,.331,4.7,9.9,.469,.478,4.0,4.8,.831,0.7,3.5,4.3,2.4,0.5,0.3,1.8,1.7,18.2,SG
NYK,/players/r/robinmi01.html,7,Mitchell Robinson,25,21,21,29.2,2.8,4.7,.592,0.0,0.0,,2.8,4.7,.592,.592,0.7,1.8,.368,5.3,5.0,10.3,0.7,1.5,1.3,1.0,1.9,6.2,C
NYK,/players/h/harteis01.html,8,Isaiah Hartenstein,25,50,24,25.6,2.9,4.6,.619,0.0,0.1,.333,2.8,4.6,.623,.621,1.4,2.0,.707,3.4,5.3,8.7,2.0,1.2,1.1,1.2,2.9,7.1,C
OKC,/players/g/gilgesh01.html,1,Shai Gilgeous-Alexander,25,51,51,34.5,10.9,19.9,.547,1.2,3.3,.359,9.7,16.5,.585,.577,8.0,9.0,.889,0.9,4.7,5.6,6.5,2.2,0.9,2.2,2.5,31.0,PG
OKC,/players/w/willija06.html,2,Jalen Williams,22,46,46,31.9,7.3,13.6,.537,1.5,3.2,.450,5.8,10.3,.564,.591,2.6,3.2,.804,0.5,3.5,4.0,4.5,1.0,0.5,1.7,2.6,18.6,SG
OKC,/players/h/holmgch01.html,3,Chet Holmgren,21,52,52,30.0,6.4,11.9,.536,1.7,4.3,.397,4.7,7.6,.614,.608,2.4,3.2,.762,1.6,6.1,7.6,2.7,0.7,2.6,1.6,2.5,16.8,
OKC,/players/d/dortlu01.html,4,Luguentz Dort,24,50,50,28.3,3.6,8.2,.434,1.9,4.8,.384,1.7,3.4,.506,.548,1.6,2.0,.806,1.1,2.6,3.7,1.3,0.8,0.7,0.9,3.0,10.6,SF
OKC,/players/g/giddejo01.html,5,Josh Giddey,21,51,51,25.0,4.7,10.5,.446,1.0,3.0,.331,3.7,7.5,.491,.493,1.3,1.5,.831,1.4,4.8,6.2,4.5,0.7,0.5,2.0,1.2,11.6,PF
OKC,/players/w/wallaca01.html,6,Cason Wallace,20,52,9,21.0,2.7,5.2,.507,1.2,2.8,.418,1.5,2.4,.611,.619,0.4,0.5,.846,0.6,1.6,2.2,1.4,0.7,0.4,0.5,1.8,6.9,
OKC,/players/j/joeis01.html,7,Isaiah Joe,24,48,0,18.7,2.9,6.4,.459,2.0,4.8,.425,0.9,1.6,.557,.617,0.7,0.8,.842,0.4,2.0,2.4,1.1,0.6,0.3,0.6,1.1,8.6,SG
OKC,/players/w/willike04.html,8,Kenrich Williams,29,41,1,15.2,1.8,3.9,.456,0.8,2.0,.386,1.0,1.9,.532,.556,0.1,0.2,.300,0.8,2.0,2.9,1.3,0.6,0.1,0.4,1.5,4.4,PF
ORL,/players/b/banchpa01.html,1,Paolo Banchero,21,53,53,35.0,8.1,17.8,.453,1.5,4.2,.359,6.6,13.6,.482,.495,5.2,7.4,.700,1.2,5.7,6.9,5.2,1.1,0.5,3.0,2.0,22.8,PF
ORL,/players/w/wagnefr01.html,2,Franz Wagner,22,45,45,33.3,7.9,16.4,.479,1.7,5.2,.322,6.2,11.2,.551,.530,3.8,4.5,.851,1.1,4.5,5.6,4.1,1.1,0.4,2.0,2.3,21.2,SF
ORL,/players/s/suggsja01.html,3,Jalen Suggs,22,49,49,26.8,4.4,9.8,.447,2.0,5.2,.387,2.3,4.6,.516,.550,1.5,2.0,.760,0.7,2.6,3.2,2.4,1.4,0.6,1.9,2.8,12.2,SG
ORL,/players/c/cartewe01.html,4,Wendell Carter Jr.,24,27,21,26.1,4.0,7.7,.522,1.2,2.9,.416,2.8,4.8,.585,.599,1.9,2.7,.722,1.9,4.7,6.5,1.6,0.5,0.5,1.1,2.3,11.1,C
ORL,/players/f/fultzma01.html,5,Markelle Fultz,25,20,14,24.3,4.1,8.2,.494,0.1,0.4,.143,4.0,7.9,.510,.497,0.5,0.8,.563,1.3,2.1,3.4,3.7,1.4,0.4,1.2,1.8,8.6,PG
ORL,/players/a/anthoco01.html,6,Cole Anthony,23,52,0,23.1,4.1,9.4,.432,1.1,3.3,.326,3.0,6.1,.489,.489,2.8,3.3,.838,0.9,3.2,4.1,3.1,0.8,0.4,1.8,2.5,12.0,PG
ORL,/players/h/harriga01.html,7,Gary Harris,29,32,6,22.4,2.4,5.6,.428,1.2,3.8,.322,1.2,1.8,.644,.536,0.8,1.0,.781,0.5,1.1,1.6,1.8,0.8,0.3,0.5,1.7,6.8,SG
ORL,/players/b/bitadgo01.html,8,Goga Bitadze,24,44,31,18.9,2.5,4.1,.619,0.0,0.2,.200,2.5,3.9,.643,.624,1.1,1.6,.662,2.2,3.5,5.7,1.5,0.6,1.4,0.7,2.1,6.2,C
PHI,/players/h/hieldbu01.html,1,Buddy Hield,31,2,2,38.0,8.5,18.5,.459,4.0,10.5,.381,4.5,8.0,.563,.568,0.5,1.0,.500,1.0,3.5,4.5,6.0,2.0,0.0,2.0,3.0,21.5,SF
PHI,/players/m/maxeyty01.html,2,Tyrese Maxey,23,47,47,37.1,8.9,19.8,.448,3.1,8.1,.380,5.8,11.7,.495,.526,4.9,5.7,.857,0.5,3.1,3.6,6.4,1.0,0.5,1.6,2.1,25.7,SG
