Player,team,Rk,G,Date,Age,Tm,,Opp,,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-
Zach Collins,SAS,43,34,2024-01-22,26-064,SAS,@,PHI,L (-10),0,19:39,0,7,.000,0,5,.000,1,2,.500,2,4,6,4,0,0,1,2,1,-0.7,-10
Zach Collins,SAS,44,35,2024-01-24,26-066,SAS,,OKC,L (-26),0,17:24,3,8,.375,1,2,.500,3,4,.750,2,1,3,2,1,2,2,1,10,8.3,-18
Zach Collins,SAS,45,36,2024-01-26,26-068,SAS,,POR,W (+16),0,18:09,1,6,.167,0,4,.000,2,2,1.000,2,1,3,0,0,0,1,4,4,-0.7,-8
Zach Collins,SAS,46,,2024-01-27,26-069,SAS,,MIN,W (+1),Inactive
Zach Collins,SAS,47,,2024-01-29,26-071,SAS,,WAS,L (-5),Inactive
Zach Collins,SAS,48,,2024-01-31,26-073,SAS,,ORL,L (-10),Inactive
Zach Collins,SAS,49,37,2024-02-02,26-075,SAS,,NOP,L (-1),0,19:34,4,9,.444,0,0,,1,2,.500,1,1,2,3,0,0,1,3,9,4.8,+8
Zach Collins,SAS,50,38,2024-02-03,26-076,SAS,,CLE,L (-16),0,20:14,5,12,.417,0,3,.000,0,0,,3,6,9,1,1,0,2,3,10,6.0,-28
Zach Collins,SAS,51,39,2024-02-07,26-080,SAS,@,MIA,L (-12),0,16:49,3,6,.500,0,1,.000,2,2,1.000,0,4,4,3,0,0,1,5,8,5.3,-4
Zach Collins,SAS,52,40,2024-02-08,26-081,SAS,@,ORL,L (-16),0,25:28,5,6,.833,0,1,.000,2,2,1.000,0,3,3,3,0,2,1,4,12,11.6,-5
Zach Collins,SAS,53,41,2024-02-10,26-083,SAS,@,BRK,L (-20),0,6:40,0,2,.000,0,1,.000,2,2,1.000,0,1,1,1,0,0,2,3,2,-1.6,-1
Malaki Branham,SAS,1,1,2023-10-25,20-166,SAS,,DAL,L (-7),0,17:45,3,7,.429,0,3,.000,1,1,1.000,0,2,2,2,1,0,1,1,7,4.9,-2
Malaki Branham,SAS,2,2,2023-10-27,20-168,SAS,,HOU,W (+4),0,14:05,4,7,.571,1,1,1.000,0,0,,0,2,2,4,0,0,1,0,9,8.1,+7
Malaki Branham,SAS,3,3,2023-10-29,20-170,SAS,@,LAC,L (-40),0,21:02,3,12,.250,2,4,.500,1,1,1.000,0,1,1,2,1,0,2,1,9,2.1,-10
Malaki Branham,SAS,4,4,2023-10-31,20-172,SAS,@,PHO,W (+1),0,8:59,1,7,.143,1,4,.250,0,0,,0,0,0,0,1,0,1,0,3,-1.5,+2
Malaki Branham,SAS,5,5,2023-11-02,20-174,SAS,@,PHO,W (+11),0,20:05,1,7,.143,1,6,.167,0,0,,0,1,1,3,0,1,0,1,3,1.2,+5
Malaki Branham,SAS,6,6,2023-11-05,20-177,SAS,,TOR,L (-7),1,25:22,8,9,.889,0,0,,0,0,,1,5,6,2,0,0,1,4,16,13.9,+2
Malaki Branham,SAS,7,7,2023-11-06,20-178,SAS,@,IND,L (-41),1,28:27,3,6,.500,0,2,.000,2,2,1.000,0,0,0,2,0,0,0,0,8,6.4,-28
Malaki Branham,SAS,8,8,2023-11-08,20-180,SAS,@,NYK,L (-21),1,23:34,6,9,.667,2,2,1.000,0,0,,0,0,0,1,0,0,1,2,14,9.0,-9
Malaki Branham,SAS,9,9,2023-11-10,20-182,SAS,,MIN,L (-7),0,16:11,3,11,.273,0,4,.000,0,0,,0,2,2,1,2,0,0,0,6,2.8,-13
Malaki Branham,SAS,10,10,2023-11-12,20-184,SAS,,MIA,L (-5),0,20:29,4,7,.571,4,5,.800,1,1,1.000,0,1,1,7,0,0,1,2,13,13.1,0
Malaki Branham,SAS,11,11,2023-11-14,20-186,SAS,@,OKC,L (-36),0,25:43,5,13,.385,0,4,.000,1,2,.500,1,1,2,0,1,0,3,2,11,1.7,-23
Malaki Branham,SAS,12,12,2023-11-17,20-189,SAS,,SAC,L (-9),0,27:54,4,10,.400,0,3,.000,2,2,1.000,0,0,0,5,0,0,0,1,10,7.7,-18
Malaki Branham,SAS,13,13,2023-11-18,20-190,SAS,,MEM,L (-12),0,18:21,2,6,.333,0,3,.000,0,0,,0,1,1,3,0,0,2,2,4,0.2,+2
Malaki Branham,SAS,14,14,2023-11-20,20-192,SAS,,LAC,L (-25),0,20:37,4,6,.667,2,3,.667,0,0,,0,0,0,1,0,0,2,2,10,5.3,-19
Malaki Branham,SAS,15,15,2023-11-22,20-194,SAS,,LAC,L (-7),1,21:14,0,6,.000,0,3,.000,0,0,,1,0,1,1,0,0,0,0,0,-2.8,-4
Malaki Branham,SAS,16,16,2023-11-24,20-196,SAS,@,GSW,L (-6),1,18:50,3,9,.333,0,5,.000,0,0,,0,0,0,1,1,0,1,2,6,0.8,-8
Malaki Branham,SAS,17,17,2023-11-26,20-198,SAS,@,DEN,L (-12),1,24:47,6,11,.545,3,5,.600,0,0,,1,1,2,3,1,0,0,3,15,12.6,-15
Malaki Branham,SAS,18,18,2023-11-30,20-202,SAS,,ATL,L (-2),1,17:26,1,5,.200,0,2,.000,0,0,,0,3,3,3,0,1,3,1,2,-0.8,+7
Malaki Branham,SAS,19,19,2023-12-01,20-203,SAS,@,NOP,L (-15),1,21:32,4,7,.571,2,3,.667,0,0,,0,2,2,0,0,0,3,1,10,3.9,+2
Malaki Branham,SAS,20,20,2023-12-06,20-208,SAS,@,MIN,L (-8),0,10:21,0,2,.000,0,1,.000,0,0,,2,0,2,0,0,0,0,2,0,-0.8,-7
Malaki Branham,SAS,21,21,2023-12-08,20-210,SAS,,CHI,L (-9),1,23:29,3,6,.500,2,4,.500,2,2,1.000,0,0,0,2,0,1,0,2,10,8.3,-17
Malaki Branham,SAS,22,22,2023-12-11,20-213,SAS,@,HOU,L (-11),1,34:02,6,13,.462,0,3,.000,1,1,1.000,0,6,6,7,1,0,3,0,13,11.0,-10
Malaki Branham,SAS,23,23,2023-12-13,20-215,SAS,,LAL,L (-3),1,28:24,8,13,.615,2,5,.400,1,1,1.000,0,3,3,0,1,0,3,1,19,11.6,+3
Malaki Branham,SAS,24,24,2023-12-15,20-217,SAS,,LAL,W (+14),1,32:39,5,8,.625,2,3,.667,0,0,,0,4,4,8,1,1,0,3,12,15.7,+18
Malaki Branham,SAS,25,25,2023-12-17,20-219,SAS,,NOP,L (-36),1,29:41,4,8,.500,1,3,.333,2,2,1.000,0,2,2,2,0,0,2,1,11,6.6,-23
Malaki Branham,SAS,26,26,2023-12-19,20-221,SAS,@,MIL,L (-13),1,26:41,5,11,.455,2,4,.500,0,0,,0,2,2,3,0,0,1,1,12,7.6,0
Malaki Branham,SAS,27,27,2023-12-21,20-223,SAS,@,CHI,L (-19),1,29:16,6,11,.545,1,4,.250,0,0,,0,6,6,2,0,0,3,1,13,7.5,-4
Malaki Branham,SAS,28,28,2023-12-23,20-225,SAS,@,DAL,L (-25),1,24:20,5,11,.455,1,4,.250,1,1,1.000,0,3,3,4,0,0,1,2,12,8.2,-22
Malaki Branham,SAS,29,29,2023-12-26,20-228,SAS,,UTA,L (-12),1,17:08,0,3,.000,0,0,,0,0,,0,4,4,4,0,0,2,1,0,-0.5,+9
Malaki Branham,SAS,30,30,2023-12-28,20-230,SAS,@,POR,W (+13),1,28:31,4,10,.400,3,6,.500,2,2,1.000,2,3,5,4,1,0,2,5,13,9.7,+4
Malaki Branham,SAS,31,31,2023-12-29,20-231,SAS,@,POR,L (-6),1,28:50,5,12,.417,1,3,.333,0,0,,3,3,6,3,1,0,3,1,11,7.3,-24
Malaki Branham,SAS,32,32,2023-12-31,20-233,SAS,,BOS,L (-33),1,22:57,4,9,.444,1,5,.200,2,3,.667,0,1,1,0,0,0,1,0,11,5.2,-25
Malaki Branham,SAS,33,33,2024-01-02,20-235,SAS,@,MEM,L (-8),1,7:29,1,5,.200,0,0,,0,0,,0,1,1,1,0,0,0,1,2,-0.5,-3
Malaki Branham,SAS,34,,2024-01-04,20-237,SAS,,MIL,L (-4),Did Not Play
Malaki Branham,SAS,35,34,2024-01-07,20-240,SAS,@,CLE,L (-2),0,15:00,1,5,.200,0,3,.000,0,0,,0,1,1,2,0,0,1,2,2,-1.2,-20
Malaki Branham,SAS,36,35,2024-01-10,20-243,SAS,@,DET,W (+22),0,20:55,2,7,.286,1,3,.333,2,2,1.000,1,1,2,3,0,0,1,2,7,4.2,+5
Malaki Branham,SAS,37,36,2024-01-12,20-245,SAS,,CHO,W (+36),0,20:28,3,7,.429,2,3,.667,0,0,,0,2,2,4,0,0,2,0,8,5.7,+19
Malaki Branham,SAS,38,37,2024-01-13,20-246,SAS,,CHI,L (-6),0,21:43,6,15,.400,2,8,.250,0,0,,0,1,1,1,3,0,1,0,14,8.9,+3
Malaki Branham,SAS,39,38,2024-01-15,20-248,SAS,@,ATL,L (-10),0,9:51,2,4,.500,0,1,.000,0,0,,0,0,0,0,0,0,0,1,4,1.6,-21
Malaki Branham,SAS,40,39,2024-01-17,20-250,SAS,@,BOS,L (-19),0,16:27,4,9,.444,0,3,.000,0,0,,0,1,1,1,0,0,0,0,8,4.3,-20
Malaki Branham,SAS,41,40,2024-01-19,20-252,SAS,@,CHO,L (-4),0,7:31,0,0,,0,0,,0,0,,0,1,1,0,0,0,0,0,0,0.3,0
Malaki Branham,SAS,42,41,2024-01-20,20-253,SAS,@,WAS,W (+4),0,4:25,1,1,1.000,0,0,,0,0,,0,1,1,1,0,0,1,1,2,1.3,0
Malaki Branham,SAS,43,,2024-01-22,20-255,SAS,@,PHI,L (-10),Did Not Play
Malaki Branham,SAS,44,42,2024-01-24,20-257,SAS,,OKC,L (-26),0,27:30,3,5,.600,1,2,.500,4,4,1.000,0,3,3,2,2,1,0,1,11,13.3,-28
Malaki Branham,SAS,45,,2024-01-26,20-259,SAS,,POR,W (+16),Did Not Play
Malaki Branham,SAS,46,,2024-01-27,20-260,SAS,,MIN,W (+1),Did Not Play
Malaki Branham,SAS,47,,2024-01-29,20-262,SAS,,WAS,L (-5),Inactive
Malaki Branham,SAS,48,43,2024-01-31,20-264,SAS,,ORL,L (-10),0,15:25,2,4,.500,0,1,.000,0,0,,1,3,4,2,0,0,1,0,4,4.0,-1
Malaki Branham,SAS,49,44,2024-02-02,20-266,SAS,,NOP,L (-1),0,15:43,3,4,.750,1,2,.500,0,0,,1,1,2,3,0,0,0,0,7,8.5,-4
Malaki Branham,SAS,50,45,2024-02-03,20-267,SAS,,CLE,L (-16),0,9:57,0,5,.000,0,3,.000,1,1,1.000,0,0,0,1,0,0,1,1,1,-3.2,-4
Malaki Branham,SAS,51,46,2024-02-07,20-271,SAS,@,MIA,L (-12),0,8:11,1,4,.250,1,2,.500,0,0,,0,1,1,1,0,0,2,2,3,-1.2,+4
Malaki Branham,SAS,52,47,2024-02-08,20-272,SAS,@,ORL,L (-16),0,20:00,1,5,.200,0,3,.000,0,0,,0,3,3,3,1,0,1,3,2,0.7,-5
Malaki Branham,SAS,53,48,2024-02-10,20-274,SAS,@,BRK,L (-20),0,19:22,2,8,.250,1,5,.200,0,0,,2,0,2,2,0,0,1,0,5,2.0,0
Cedi Osman,SAS,1,1,2023-10-25,28-200,SAS,,DAL,L (-7),0,22:16,5,10,.500,2,6,.333,0,0,,0,0,0,2,0,1,0,2,12,8.3,-11
Cedi Osman,SAS,2,2,2023-10-27,28-202,SAS,,HOU,W (+4),0,23:12,5,7,.714,4,6,.667,0,0,,0,2,2,1,0,0,3,1,14,9.0,+9
Cedi Osman,SAS,3,3,2023-10-29,28-204,SAS,@,LAC,L (-40),0,16:41,4,7,.571,2,4,.500,2,2,1.000,0,1,1,1,1,1,0,1,12,11.0,-5
Cedi Osman,SAS,4,4,2023-10-31,28-206,SAS,@,PHO,W (+1),0,18:59,4,7,.571,1,2,.500,0,1,.000,0,2,2,1,1,0,0,0,9,7.6,+6
Cedi Osman,SAS,5,5,2023-11-02,28-208,SAS,@,PHO,W (+11),0,22:29,5,8,.625,3,6,.500,0,0,,0,2,2,1,1,0,0,1,13,11.3,-16
Cedi Osman,SAS,6,6,2023-11-05,28-211,SAS,,TOR,L (-7),0,25:40,3,6,.500,1,2,.500,0,0,,0,4,4,3,0,0,2,4,7,3.7,+9
Cedi Osman,SAS,7,7,2023-11-06,28-212,SAS,@,IND,L (-41),0,18:40,2,6,.333,1,2,.500,1,2,.500,1,2,3,2,1,0,1,1,6,4.5,-22
Cedi Osman,SAS,8,8,2023-11-08,28-214,SAS,@,NYK,L (-21),0,13:25,1,4,.250,0,3,.000,0,0,,1,2,3,2,0,0,0,0,2,2.3,-5
Cedi Osman,SAS,9,9,2023-11-10,28-216,SAS,,MIN,L (-7),0,16:05,1,2,.500,0,1,.000,0,0,,0,0,0,2,1,0,0,1,2,3.0,-14
Cedi Osman,SAS,10,10,2023-11-12,28-218,SAS,,MIA,L (-5),0,20:14,1,3,.333,1,1,1.000,0,0,,1,0,1,0,0,1,0,2,3,1.9,-15
Cedi Osman,SAS,11,11,2023-11-14,28-220,SAS,@,OKC,L (-36),0,14:37,2,5,.400,2,5,.400,0,0,,0,0,0,0,0,0,0,0,6,3.3,-7
Cedi Osman,SAS,12,12,2023-11-17,28-223,SAS,,SAC,L (-9),0,15:06,1,3,.333,1,2,.500,0,0,,0,2,2,1,0,0,0,1,3,2.2,-7
Cedi Osman,SAS,13,13,2023-11-18,28-224,SAS,,MEM,L (-12),0,23:35,4,10,.400,3,7,.429,2,2,1.000,2,3,5,1,1,0,1,1,13,10.2,-21
Cedi Osman,SAS,14,14,2023-11-20,28-226,SAS,,LAC,L (-25),0,22:30,7,10,.700,2,4,.500,1,1,1.000,2,3,5,1,0,0,0,4,17,14.2,-11
Cedi Osman,SAS,15,15,2023-11-22,28-228,SAS,,LAC,L (-7),0,18:52,2,6,.333,1,3,.333,0,0,,0,1,1,0,2,0,0,3,5,2.7,-18
Cedi Osman,SAS,16,16,2023-11-24,28-230,SAS,@,GSW,L (-6),0,17:52,5,11,.455,1,6,.167,0,0,,1,0,1,0,0,0,1,3,11,3.8,-3
Cedi Osman,SAS,17,17,2023-11-26,28-232,SAS,@,DEN,L (-12),0,15:51,1,5,.200,1,3,.333,4,4,1.000,1,2,3,3,0,0,3,2,7,3.5,-9
Cedi Osman,SAS,18,18,2023-11-30,28-236,SAS,,ATL,L (-2),0,15:27,1,7,.143,1,5,.200,0,0,,0,1,1,2,0,0,1,3,3,-2.0,-3
Cedi Osman,SAS,19,19,2023-12-01,28-237,SAS,@,NOP,L (-15),0,27:23,4,9,.444,2,5,.400,1,2,.500,0,2,2,5,0,1,0,3,11,9.5,-17
Cedi Osman,SAS,20,20,2023-12-06,28-242,SAS,@,MIN,L (-8),1,32:09,3,8,.375,0,3,.000,0,2,.000,2,6,8,6,2,0,1,2,6,8.4,-10
Cedi Osman,SAS,21,21,2023-12-08,28-244,SAS,,CHI,L (-9),0,9:59,3,7,.429,1,4,.250,0,0,,0,1,1,1,0,1,0,1,7,4.6,+1
Cedi Osman,SAS,22,22,2023-12-11,28-247,SAS,@,HOU,L (-11),0,12:40,4,7,.571,0,2,.000,2,4,.500,0,2,2,1,0,0,2,1,10,4.8,-3
Cedi Osman,SAS,23,23,2023-12-13,28-249,SAS,,LAL,L (-3),0,16:40,2,4,.500,1,2,.500,0,0,,0,7,7,2,0,0,0,0,5,6.5,+9
Cedi Osman,SAS,24,24,2023-12-15,28-251,SAS,,LAL,W (+14),0,24:56,6,11,.545,3,6,.500,0,0,,0,2,2,6,0,0,0,2,15,13.7,+13
Cedi Osman,SAS,25,25,2023-12-17,28-253,SAS,,NOP,L (-36),0,16:48,5,7,.714,1,2,.500,3,4,.750,0,3,3,0,0,0,1,2,14,9.8,-11
Cedi Osman,SAS,26,26,2023-12-19,28-255,SAS,@,MIL,L (-13),0,18:58,3,6,.500,0,2,.000,4,4,1.000,0,2,2,1,0,0,0,1,10,7.9,-9
Cedi Osman,SAS,27,27,2023-12-21,28-257,SAS,@,CHI,L (-19),0,11:14,0,4,.000,0,3,.000,2,2,1.000,0,1,1,3,0,0,2,1,2,-0.8,-12
Cedi Osman,SAS,28,28,2023-12-23,28-259,SAS,@,DAL,L (-25),0,9:48,1,3,.333,1,2,.500,0,0,,0,0,0,2,1,0,0,1,3,3.3,-14
Cedi Osman,SAS,29,29,2023-12-26,28-262,SAS,,UTA,L (-12),0,12:55,0,2,.000,0,1,.000,1,4,.250,0,2,2,3,0,0,0,0,1,1.1,-10
Cedi Osman,SAS,30,30,2023-12-28,28-264,SAS,@,POR,W (+13),0,15:33,2,3,.667,0,0,,0,0,,0,2,2,2,0,0,0,0,4,4.7,-2
Cedi Osman,SAS,31,31,2023-12-29,28-265,SAS,@,POR,L (-6),0,17:40,2,4,.500,0,1,.000,0,0,,0,4,4,2,0,0,0,1,4,4.2,+5
Cedi Osman,SAS,32,32,2023-12-31,28-267,SAS,,BOS,L (-33),0,16:02,2,4,.500,1,2,.500,0,0,,0,0,0,2,1,0,0,2,5,4.6,-14
Cedi Osman,SAS,33,33,2024-01-02,28-269,SAS,@,MEM,L (-8),0,12:29,0,3,.000,0,2,.000,0,0,,0,6,6,2,0,0,2,2,0,-1.7,-9
Cedi Osman,SAS,34,34,2024-01-04,28-271,SAS,,MIL,L (-4),0,28:09,4,7,.571,3,6,.500,2,3,.667,0,2,2,5,3,0,1,3,13,14.2,+10
Cedi Osman,SAS,35,35,2024-01-07,28-274,SAS,@,CLE,L (-2),0,20:55,4,7,.571,1,4,.250,0,0,,2,4,6,1,1,0,0,1,9,9.6,-19
Cedi Osman,SAS,36,36,2024-01-10,28-277,SAS,@,DET,W (+22),0,20:51,4,6,.667,1,3,.333,2,3,.667,1,5,6,3,2,0,0,0,11,14.3,+14
Cedi Osman,SAS,37,37,2024-01-12,28-279,SAS,,CHO,W (+36),0,13:44,4,4,1.000,2,2,1.000,1,2,.500,1,3,4,1,1,0,3,2,11,8.9,+3
Cedi Osman,SAS,38,38,2024-01-13,28-280,SAS,,CHI,L (-6),0,22:52,3,5,.600,3,5,.600,0,0,,0,2,2,1,1,0,0,3,9,7.8,+5
Cedi Osman,SAS,39,39,2024-01-15,28-282,SAS,@,ATL,L (-10),0,11:59,1,5,.200,1,5,.200,0,0,,0,1,1,0,0,0,1,3,3,-2.0,-11
Cedi Osman,SAS,40,40,2024-01-17,28-284,SAS,@,BOS,L (-19),0,11:59,1,2,.500,0,0,,0,0,,2,3,5,1,0,0,0,2,2,3.2,-10
Cedi Osman,SAS,41,41,2024-01-19,28-286,SAS,@,CHO,L (-4),0,12:43,2,4,.500,1,1,1.000,0,0,,0,3,3,1,0,0,0,1,5,4.2,+15
Cedi Osman,SAS,42,42,2024-01-20,28-287,SAS,@,WAS,W (+4),0,17:21,1,3,.333,1,3,.333,0,0,,0,3,3,4,0,0,0,1,3,4.6,-18
Cedi Osman,SAS,43,43,2024-01-22,28-289,SAS,@,PHI,L (-10),0,11:21,1,1,1.000,0,0,,0,0,,0,3,3,1,0,0,0,2,2,2.5,-4
Cedi Osman,SAS,44,44,2024-01-24,28-291,SAS,,OKC,L (-26),0,14:03,3,5,.600,1,3,.333,2,3,.667,0,0,0,0,0,1,0,0,9,7.0,-15
Cedi Osman,SAS,45,45,2024-01-26,28-293,SAS,,POR,W (+16),0,17:30,3,4,.750,0,1,.000,1,1,1.000,0,3,3,1,1,1,2,1,7,6.3,-6
Cedi Osman,SAS,46,46,2024-01-27,28-294,SAS,,MIN,W (+1),0,15:41,1,4,.250,0,3,.000,0,0,,0,3,3,4,1,0,1,1,2,2.9,+3
Cedi Osman,SAS,47,47,2024-01-29,28-296,SAS,,WAS,L (-5),0,28:32,8,12,.667,4,6,.667,0,0,,2,1,3,2,2,0,0,1,20,19.5,-5
Cedi Osman,SAS,48,48,2024-01-31,28-298,SAS,,ORL,L (-10),0,27:51,3,8,.375,2,6,.333,0,0,,0,2,2,3,0,0,2,4,8,2.7,-2
Cedi Osman,SAS,49,49,2024-02-02,28-300,SAS,,NOP,L (-1),0,19:23,1,6,.167,1,5,.200,0,0,,0,0,0,0,2,2,2,3,3,-0.6,-6
Cedi Osman,SAS,50,50,2024-02-03,28-301,SAS,,CLE,L (-16),0,15:44,2,5,.400,2,4,.500,1,2,.500,0,1,1,0,0,0,1,1,7,2.8,-12
Cedi Osman,SAS,51,51,2024-02-07,28-305,SAS,@,MIA,L (-12),0,21:35,3,7,.429,2,4,.500,0,0,,0,5,5,0,0,0,0,1,8,5.4,-2
Cedi Osman,SAS,52,52,2024-02-08,28-306,SAS,@,ORL,L (-16),0,15:25,1,2,.500,1,2,.500,0,0,,0,1,1,0,1,0,0,1,3,2.9,+4
Cedi Osman,SAS,53,53,2024-02-10,28-308,SAS,@,BRK,L (-20),0,12:17,2,5,.400,2,3,.667,2,2,1.000,1,4,5,0,0,0,1,0,8,6.2,-6
Scottie Barnes,TOR,1,1,2023-10-25,22-085,TOR,,MIN,W (+3),1,37:03,6,16,.375,1,4,.250,4,6,.667,1,7,8,5,2,5,4,1,17,14.8,+2
Scottie Barnes,TOR,2,2,2023-10-27,22-087,TOR,@,CHI,L (-1),1,38:35,9,14,.643,1,2,.500,3,4,.750,1,9,10,10,0,2,7,5,22,18.2,+15
Scottie Barnes,TOR,3,3,2023-10-28,22-088,TOR,,PHI,L (-7),1,36:39,11,16,.688,2,5,.400,0,0,,1,7,8,5,0,2,1,3,24,22.7,-6
Scottie Barnes,TOR,4,4,2023-10-30,22-090,TOR,,POR,L (-8),1,37:21,8,19,.421,1,4,.250,3,3,1.000,4,8,12,2,2,1,4,3,20,14.0,+1
Scottie Barnes,TOR,5,5,2023-11-01,22-092,TOR,,MIL,W (+19),1,28:35,8,16,.500,4,6,.667,1,1,1.000,5,7,12,5,1,2,3,1,21,21.1,+14
Scottie Barnes,TOR,6,6,2023-11-02,22-093,TOR,@,PHI,L (-15),1,35:02,9,16,.563,2,7,.286,4,4,1.000,2,6,8,8,0,0,1,4,24,22.6,-11
Scottie Barnes,TOR,7,7,2023-11-05,22-096,TOR,@,SAS,W (+7),1,42:11,9,20,.450,5,10,.500,7,11,.636,4,7,11,6,3,3,3,1,30,28.8,+14
Scottie Barnes,TOR,8,8,2023-11-08,22-099,TOR,@,DAL,W (+11),1,39:09,4,15,.267,0,4,.000,6,8,.750,6,8,14,7,4,2,0,2,14,20.4,+9
Scottie Barnes,TOR,9,9,2023-11-11,22-102,TOR,@,BOS,L (-23),1,28:43,4,15,.267,2,9,.222,0,0,,1,4,5,4,1,1,1,1,10,6.1,-28
Scottie Barnes,TOR,10,10,2023-11-13,22-104,TOR,,WAS,W (+4),1,38:05,8,17,.471,0,2,.000,3,4,.750,3,6,9,4,5,0,1,3,19,19.4,-3
Scottie Barnes,TOR,11,11,2023-11-15,22-106,TOR,,MIL,L (-16),1,31:23,11,19,.579,3,3,1.000,4,5,.800,5,4,9,7,1,0,3,2,29,26.5,-24
Scottie Barnes,TOR,12,12,2023-11-17,22-108,TOR,,BOS,L (-3),1,32:25,5,13,.385,2,6,.333,2,3,.667,0,3,3,6,0,1,1,2,14,10.5,-3
Scottie Barnes,TOR,13,13,2023-11-19,22-110,TOR,,DET,W (+29),1,25:14,7,11,.636,3,4,.750,0,0,,2,5,7,9,0,0,3,1,17,17.9,+37
Scottie Barnes,TOR,14,14,2023-11-21,22-112,TOR,@,ORL,L (-19),1,30:00,5,11,.455,1,4,.250,3,4,.750,0,8,8,4,3,0,5,1,14,10.7,-22
Scottie Barnes,TOR,15,15,2023-11-22,22-113,TOR,@,IND,W (+1),1,39:25,7,17,.412,2,6,.333,4,5,.800,3,9,12,4,4,0,3,0,20,19.1,-10
Scottie Barnes,TOR,16,16,2023-11-24,22-115,TOR,,CHI,W (+13),1,32:34,5,11,.455,2,5,.400,1,2,.500,5,5,10,6,1,2,1,1,13,17.1,+19
Scottie Barnes,TOR,17,17,2023-11-26,22-117,TOR,@,CLE,L (-3),1,33:01,5,14,.357,1,4,.250,4,5,.800,1,7,8,3,1,1,2,1,15,11.0,-20
Scottie Barnes,TOR,18,18,2023-11-28,22-119,TOR,@,BRK,L (-12),1,36:19,5,19,.263,3,7,.429,4,5,.800,4,7,11,6,3,0,1,4,17,14.8,-22
Scottie Barnes,TOR,19,19,2023-11-29,22-120,TOR,,PHO,W (+7),1,37:43,7,15,.467,1,3,.333,8,8,1.000,2,5,7,4,0,3,0,4,23,21.5,+14
Scottie Barnes,TOR,20,20,2023-12-01,22-122,TOR,,NYK,L (-13),1,36:44,13,19,.684,3,7,.429,0,1,.000,3,6,9,4,5,1,2,2,29,30.1,-7
Scottie Barnes,TOR,21,21,2023-12-06,22-127,TOR,,MIA,L (-9),1,33:30,5,17,.294,2,7,.286,0,0,,3,8,11,5,0,1,3,2,12,7.0,-25
Scottie Barnes,TOR,22,22,2023-12-08,22-129,TOR,@,CHO,L (-3),1,36:02,12,18,.667,3,6,.500,4,8,.500,4,6,10,10,2,1,5,1,31,30.5,+1
Scottie Barnes,TOR,23,23,2023-12-11,22-132,TOR,@,NYK,L (-6),1,37:58,7,13,.538,3,8,.375,3,3,1.000,4,2,6,5,2,0,1,1,20,21.2,-10
Scottie Barnes,TOR,24,24,2023-12-13,22-134,TOR,,ATL,W (+7),1,34:02,11,14,.786,3,4,.750,2,3,.667,1,9,10,6,0,1,3,3,27,25.3,+7
Scottie Barnes,TOR,25,25,2023-12-15,22-136,TOR,,ATL,L (-21),1,34:19,9,15,.600,1,5,.200,4,8,.500,1,3,4,8,1,2,3,2,23,20.3,-19
Scottie Barnes,TOR,26,26,2023-12-18,22-139,TOR,,CHO,W (+15),1,38:37,7,14,.500,1,2,.500,7,7,1.000,5,12,17,7,0,3,5,3,22,22.9,+22
Scottie Barnes,TOR,27,27,2023-12-20,22-141,TOR,,DEN,L (-9),1,33:04,13,22,.591,1,5,.200,3,4,.750,1,9,10,5,0,1,2,0,30,25.0,-4
Scottie Barnes,TOR,28,28,2023-12-22,22-143,TOR,@,PHI,L (-10),1,34:47,3,11,.273,2,7,.286,4,4,1.000,1,6,7,7,1,4,3,0,12,13.7,-1
Scottie Barnes,TOR,29,29,2023-12-23,22-144,TOR,,UTA,L (-7),1,37:51,12,23,.522,4,8,.500,4,4,1.000,3,11,14,7,0,1,4,4,32,26.1,-6
Scottie Barnes,TOR,30,30,2023-12-27,22-148,TOR,@,WAS,W (+30),1,33:29,8,16,.500,4,8,.500,0,0,,5,7,12,8,3,2,2,0,20,25.6,+10
Scottie Barnes,TOR,31,31,2023-12-29,22-150,TOR,@,BOS,L (-2),1,38:11,10,24,.417,7,15,.467,3,4,.750,3,7,10,5,1,3,2,2,30,24.8,-3
Scottie Barnes,TOR,32,32,2023-12-30,22-151,TOR,@,DET,L (-2),1,36:16,8,20,.400,1,5,.200,5,5,1.000,2,7,9,2,2,1,1,4,22,16.2,+1
Scottie Barnes,TOR,33,33,2024-01-01,22-153,TOR,,CLE,W (+3),1,35:58,7,17,.412,1,5,.200,5,7,.714,1,5,6,5,1,1,0,3,20,16.3,-5
Scottie Barnes,TOR,34,34,2024-01-03,22-155,TOR,@,MEM,W (+5),1,39:50,7,14,.500,2,5,.400,4,4,1.000,0,2,2,8,1,0,1,2,20,18.4,+2
Scottie Barnes,TOR,35,35,2024-01-05,22-157,TOR,@,SAC,L (-5),1,35:03,8,15,.533,4,8,.500,0,0,,0,4,4,6,1,2,5,2,20,14.7,-23
Scottie Barnes,TOR,36,36,2024-01-07,22-159,TOR,@,GSW,W (+15),1,23:40,3,11,.273,0,4,.000,0,0,,1,1,2,3,1,1,2,1,6,1.9,+3
