team,player_link,Rk,Player,Age,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
MEM,/players/s/smartma01.html,4,Marcus Smart,29,20,20,30.3,5.1,11.9,.430,2.1,6.7,.313,3.0,5.2,.583,.519,2.2,2.8,.768,0.3,2.4,2.7,4.3,2.1,0.3,3.1,2.7,14.5
MEM,/players/w/willivi01.html,5,Vince Williams Jr.,23,44,25,26.6,3.1,6.9,.444,1.5,4.1,.365,1.6,2.8,.561,.553,2.0,2.5,.815,1.2,4.4,5.6,2.9,0.9,0.6,1.4,2.5,9.6
MEM,/players/g/goodwjo01.html,6,Jordan Goodwin,25,2,1,26.5,4.5,10.0,.450,1.0,2.5,.400,3.5,7.5,.467,.500,0.5,2.0,.250,1.5,3.5,5.0,3.0,1.5,0.5,1.0,1.0,10.5
MEM,/players/s/stevela01.html,7,Lamar Stevens,26,3,0,25.0,5.0,9.3,.536,0.7,1.0,.667,4.3,8.3,.520,.571,1.7,3.0,.556,0.7,6.0,6.7,0.7,0.3,1.3,1.7,1.7,12.3
MEM,/players/a/aldamsa01.html,8,Santi Aldama,23,44,18,24.8,3.9,9.2,.429,1.7,4.9,.344,2.3,4.3,.527,.521,0.8,1.4,.597,1.1,4.4,5.5,2.2,0.7,0.7,1.1,1.5,10.4
MIA,/players/a/adebaba01.html,1,Bam Adebayo,26,45,45,34.6,7.6,15.0,.510,0.0,0.2,.091,7.6,14.8,.517,.510,4.9,6.3,.784,2.3,8.4,10.6,4.2,1.1,1.0,2.4,2.5,20.2
MIA,/players/b/butleji01.html,2,Jimmy Butler,34,37,37,33.9,6.7,13.4,.500,1.0,2.3,.440,5.7,11.1,.512,.537,7.0,8.1,.869,2.0,3.4,5.5,4.6,1.3,0.3,1.7,1.1,21.4
MIA,/players/h/herroty01.html,3,Tyler Herro,24,35,35,33.7,7.9,18.1,.437,3.3,8.2,.396,4.7,9.9,.471,.527,1.9,2.3,.835,0.5,4.8,5.3,4.4,0.8,0.1,2.2,1.4,21.0
MIA,/players/r/roziete01.html,4,Terry Rozier,29,10,9,29.9,4.6,12.8,.359,1.1,4.7,.234,3.5,8.1,.432,.402,2.3,2.4,.958,1.0,3.5,4.5,5.6,0.8,0.2,1.1,1.9,12.6
MIA,/players/j/jaqueja01.html,5,Jaime Jaquez Jr.,22,49,16,29.5,5.0,10.1,.492,0.9,2.9,.321,4.1,7.3,.559,.537,2.0,2.4,.815,1.2,2.7,3.9,2.6,1.1,0.2,1.7,2.4,12.9
MIA,/players/l/lowryky01.html,6,Kyle Lowry,37,37,35,28.0,2.8,6.5,.426,1.7,4.4,.385,1.1,2.2,.506,.554,0.9,1.1,.833,0.7,2.8,3.5,4.0,1.1,0.4,1.4,2.5,8.2
MIA,/players/r/robindu01.html,7,Duncan Robinson,29,50,19,27.4,4.6,10.1,.459,2.8,6.8,.412,1.8,3.3,.558,.598,1.3,1.5,.890,0.2,2.2,2.4,2.8,0.6,0.2,1.3,2.3,13.3
MIA,/players/m/martica02.html,8,Caleb Martin,28,38,17,26.6,3.9,8.6,.451,1.1,3.2,.350,2.8,5.4,.510,.515,1.2,1.6,.763,1.2,3.3,4.5,2.1,0.8,0.3,1.1,2.1,10.0
MIL,/players/a/antetgi01.html,1,Giannis Antetokounmpo,29,54,54,35.0,11.6,18.8,.616,0.4,1.7,.255,11.1,17.1,.652,.627,7.1,10.9,.653,2.5,8.7,11.2,6.4,1.4,1.1,3.5,3.0,30.8
MIL,/players/l/lillada01.html,2,Damian Lillard,33,51,51,34.9,7.4,17.4,.423,2.9,8.5,.341,4.5,8.9,.501,.506,7.0,7.6,.925,0.6,3.6,4.1,6.7,1.0,0.2,2.5,1.7,24.6
MIL,/players/l/lopezbr01.html,3,Brook Lopez,35,53,53,31.5,4.9,10.2,.483,1.8,5.2,.342,3.1,5.0,.631,.571,1.4,1.7,.835,1.5,4.0,5.6,1.6,0.6,2.7,0.9,2.6,13.0
