Player,Tm,PTS,Points_Running_Avg,player_points_line
Kevin Huerter,SAC,17.0,11.289,11.5
Devin Vassell,SAS,17.0,18.533,19.5
Devin Vassell,SAS,21.0,18.688,17.5
Devin Vassell,SAS,9.0,18.118,18.5
Devin Vassell,SAS,17.0,18.263,20.5
Devin Vassell,SAS,22.0,18.619,18.5
Devin Vassell,SAS,11.0,18.273,20.5
Devin Vassell,SAS,34.0,18.957,19.5
Devin Vassell,SAS,22.0,19.083,18.5
Devin Vassell,SAS,16.0,18.96,22.5
Devin Vassell,SAS,12.0,18.692,21.5
Devin Vassell,SAS,4.0,17.679,19.5
Devin Vassell,SAS,21.0,17.793,17.5
Devin Vassell,SAS,17.0,17.767,20.5
Devin Vassell,SAS,21.0,17.871,19.5
Devin Vassell,SAS,22.0,18.0,16.5
Devin Vassell,SAS,21.0,18.091,17.5
Devin Vassell,SAS,24.0,18.361,19.5
Keldon Johnson,SAS,28.0,17.48,19.5
Keldon Johnson,SAS,11.0,17.231,18.5
Jeremy Sochan,SAS,9.0,10.52,10.5
Jeremy Sochan,SAS,9.0,10.462,9.5
Jeremy Sochan,SAS,23.0,10.926,11.5
Jeremy Sochan,SAS,16.0,11.379,12.5
Jeremy Sochan,SAS,9.0,11.0,10.5
Jeremy Sochan,SAS,12.0,11.031,11.5
Jeremy Sochan,SAS,9.0,10.97,11.5
Jeremy Sochan,SAS,11.0,10.971,9.5
Jeremy Sochan,SAS,15.0,11.086,11.5
Jeremy Sochan,SAS,13.0,11.139,11.5
Jeremy Sochan,SAS,23.0,11.447,11.5
Jeremy Sochan,SAS,5.0,11.282,11.5
Jeremy Sochan,SAS,11.0,11.275,13.5
Jeremy Sochan,SAS,23.0,11.561,12.5
Jeremy Sochan,SAS,14.0,11.619,11.5
Jeremy Sochan,SAS,2.0,11.395,12.5
Jeremy Sochan,SAS,2.0,11.652,13.5
Victor Wembanyama,SAS,7.0,18.48,21.5
Victor Wembanyama,SAS,21.0,18.857,16.5
Victor Wembanyama,SAS,27.0,19.167,19.5
Victor Wembanyama,SAS,24.0,19.323,19.5
Victor Wembanyama,SAS,16.0,19.219,21.5
Victor Wembanyama,SAS,26.0,19.424,21.5
Victor Wembanyama,SAS,26.0,19.618,20.5
Victor Wembanyama,SAS,27.0,19.829,20.5
Victor Wembanyama,SAS,24.0,19.944,21.5
Victor Wembanyama,SAS,33.0,20.297,21.5
Victor Wembanyama,SAS,24.0,20.395,22.5
Victor Wembanyama,SAS,23.0,20.462,23.5
Victor Wembanyama,SAS,23.0,20.525,21.5
Victor Wembanyama,SAS,22.0,20.561,25.5
Tre Jones,SAS,11.0,15.667,13.5
Tre Jones,SAS,6.0,13.25,12.5
Tre Jones,SAS,6.0,14.833,12.5
Tre Jones,SAS,9.0,14.0,10.5
Tre Jones,SAS,16.0,14.25,13.5
Tre Jones,SAS,11.0,13.889,12.5
Tre Jones,SAS,12.0,13.7,10.5
Tre Jones,SAS,9.0,13.273,11.5
Tre Jones,SAS,12.0,13.167,9.5
Tre Jones,SAS,11.0,13.0,11.5
Zach Collins,SAS,22.0,14.143,12.5
Malaki Branham,SAS,12.0,10.571,11.5
Malaki Branham,SAS,12.0,10.812,11.5
Malaki Branham,SAS,11.0,10.4,10.5
Malaki Branham,SAS,2.0,10.0,11.5
Scottie Barnes,TOR,30.0,20.63,20.5
Scottie Barnes,TOR,12.0,20.321,21.5
Scottie Barnes,TOR,32.0,20.724,21.5
Scottie Barnes,TOR,20.0,20.7,22.5
Scottie Barnes,TOR,20.0,21.0,21.5
Scottie Barnes,TOR,20.0,20.971,20.5
Scottie Barnes,TOR,20.0,20.943,20.5
Scottie Barnes,TOR,6.0,20.528,20.5
Scottie Barnes,TOR,26.0,20.676,19.5
Scottie Barnes,TOR,12.0,20.447,18.5
Scottie Barnes,TOR,10.0,20.15,18.5
Scottie Barnes,TOR,31.0,20.405,19.5
Scottie Barnes,TOR,9.0,20.14,19.5
Scottie Barnes,TOR,22.0,20.182,20.5
Scottie Barnes,TOR,23.0,20.244,21.5
Scottie Barnes,TOR,24.0,20.326,23.5
Scottie Barnes,TOR,13.0,20.17,23.5
Immanuel Quickley,TOR,26.0,20.0,15.5
Immanuel Quickley,TOR,20.0,20.0,17.5
Immanuel Quickley,TOR,9.0,17.25,19.5
Immanuel Quickley,TOR,21.0,18.0,17.5
Immanuel Quickley,TOR,25.0,19.167,18.5
Immanuel Quickley,TOR,21.0,18.875,18.5
Immanuel Quickley,TOR,12.0,18.0,20.5
Immanuel Quickley,TOR,12.0,17.455,19.5
Immanuel Quickley,TOR,8.0,16.667,18.5
Jakob Poeltl,TOR,4.0,10.593,9.5
Jakob Poeltl,TOR,19.0,10.893,8.5
Jakob Poeltl,TOR,2.0,10.586,10.5
Jakob Poeltl,TOR,10.0,10.567,11.5
Jakob Poeltl,TOR,14.0,10.515,9.5
Jakob Poeltl,TOR,7.0,10.412,9.5
Jakob Poeltl,TOR,14.0,10.514,10.5
Jakob Poeltl,TOR,14.0,10.611,9.5
Gary Trent Jr.,TOR,13.0,14.2,12.5
Gary Trent Jr.,TOR,16.0,14.364,13.5
Gary Trent Jr.,TOR,24.0,15.167,15.5
Lauri Markkanen,UTA,24.0,24.0,24.5
Lauri Markkanen,UTA,12.0,23.478,24.5
Lauri Markkanen,UTA,17.0,23.208,24.5
Lauri Markkanen,UTA,31.0,23.52,22.5
Lauri Markkanen,UTA,17.0,23.269,21.5
Lauri Markkanen,UTA,33.0,23.63,21.5
Lauri Markkanen,UTA,21.0,23.536,22.5
Lauri Markkanen,UTA,26.0,23.621,21.5
Lauri Markkanen,UTA,22.0,23.567,24.5
Lauri Markkanen,UTA,29.0,23.742,23.5
Lauri Markkanen,UTA,32.0,24.0,25.5
Lauri Markkanen,UTA,26.0,24.061,24.5
Lauri Markkanen,UTA,22.0,24.0,24.5
Lauri Markkanen,UTA,11.0,23.629,24.5
Lauri Markkanen,UTA,29.0,23.778,24.5
Lauri Markkanen,UTA,33.0,24.027,24.5
Lauri Markkanen,UTA,13.0,23.737,23.5
Lauri Markkanen,UTA,14.0,23.487,23.5
John Collins,UTA,10.0,13.556,10.5
John Collins,UTA,15.0,13.607,11.5
John Collins,UTA,17.0,13.724,11.5
John Collins,UTA,12.0,13.667,10.5
John Collins,UTA,19.0,13.839,11.5
John Collins,UTA,19.0,14.0,12.5
John Collins,UTA,15.0,14.03,13.5
John Collins,UTA,4.0,13.735,14.5
John Collins,UTA,19.0,13.886,11.5
John Collins,UTA,21.0,13.973,12.5
John Collins,UTA,7.0,13.789,11.5
John Collins,UTA,22.0,14.0,12.5
John Collins,UTA,20.0,14.146,13.5
John Collins,UTA,15.0,14.167,13.5
John Collins,UTA,11.0,14.093,12.5
Collin Sexton,UTA,20.0,25.6,21.5
Collin Sexton,UTA,22.0,23.1,18.5
Collin Sexton,UTA,8.0,21.727,21.5
Collin Sexton,UTA,25.0,22.0,17.5
Collin Sexton,UTA,13.0,21.308,15.5
Collin Sexton,UTA,22.0,21.357,16.5
Collin Sexton,UTA,19.0,21.2,17.5
Collin Sexton,UTA,22.0,21.25,17.5
Collin Sexton,UTA,20.0,21.176,18.5
Collin Sexton,UTA,27.0,21.5,18.5
Collin Sexton,UTA,31.0,22.4,19.5
Collin Sexton,UTA,28.0,22.667,19.5
Collin Sexton,UTA,22.0,22.636,21.5
Collin Sexton,UTA,11.0,22.13,22.5
Collin Sexton,UTA,24.0,22.208,17.5
Collin Sexton,UTA,6.0,21.56,19.5
Collin Sexton,UTA,22.0,21.577,19.5
Kyle Kuzma,WAS,32.0,23.556,24.5
Kyle Kuzma,WAS,7.0,22.964,25.5
Kyle Kuzma,WAS,17.0,22.759,22.5
Kyle Kuzma,WAS,14.0,22.467,21.5
Kyle Kuzma,WAS,26.0,22.581,21.5
Kyle Kuzma,WAS,38.0,23.062,24.5
Kyle Kuzma,WAS,16.0,22.848,23.5
Kyle Kuzma,WAS,9.0,22.441,22.5
Kyle Kuzma,WAS,27.0,22.571,20.5
Kyle Kuzma,WAS,22.0,22.556,22.5
Kyle Kuzma,WAS,11.0,22.243,23.5
Kyle Kuzma,WAS,29.0,22.421,24.5
Kyle Kuzma,WAS,21.0,22.385,23.5
Kyle Kuzma,WAS,15.0,22.2,21.5
Kyle Kuzma,WAS,11.0,21.927,21.5
Kyle Kuzma,WAS,17.0,21.81,18.5
Kyle Kuzma,WAS,17.0,21.698,
Kyle Kuzma,WAS,26.0,21.795,20.5
Kyle Kuzma,WAS,30.0,21.978,23.5
Kyle Kuzma,WAS,18.0,21.891,23.5
Jordan Poole,WAS,13.0,17.192,18.5
Jordan Poole,WAS,30.0,17.929,18.5
Jordan Poole,WAS,14.0,17.793,22.5
Jordan Poole,WAS,5.0,17.367,19.5
Jordan Poole,WAS,13.0,17.226,19.5
Jordan Poole,WAS,8.0,16.938,16.5
Jordan Poole,WAS,2.0,16.485,16.5
Jordan Poole,WAS,10.0,16.294,15.5
Jordan Poole,WAS,24.0,16.514,14.5
Jordan Poole,WAS,28.0,16.833,16.5
Jordan Poole,WAS,20.0,16.919,19.5
Jordan Poole,WAS,16.0,16.895,19.5
Jordan Poole,WAS,24.0,17.077,16.5
Jordan Poole,WAS,16.0,17.05,20.5
Jordan Poole,WAS,4.0,16.732,17.5
Jordan Poole,WAS,18.0,16.535,16.5
Jordan Poole,WAS,17.0,16.545,15.5
Jordan Poole,WAS,13.0,16.467,16.5
Tyus Jones,WAS,24.0,12.222,12.5
Tyus Jones,WAS,22.0,12.621,12.5
Tyus Jones,WAS,11.0,12.567,13.5
Tyus Jones,WAS,12.0,12.548,12.5
Tyus Jones,WAS,14.0,12.594,13.5
Tyus Jones,WAS,9.0,12.485,12.5
Tyus Jones,WAS,16.0,12.588,12.5
Tyus Jones,WAS,11.0,12.543,12.5
Tyus Jones,WAS,18.0,12.694,12.5
Tyus Jones,WAS,11.0,12.649,13.5
Tyus Jones,WAS,8.0,12.526,14.5
Tyus Jones,WAS,22.0,12.769,13.5
Tyus Jones,WAS,2.0,12.5,12.5
Tyus Jones,WAS,13.0,12.512,12.5
Tyus Jones,WAS,15.0,12.571,11.5
Tyus Jones,WAS,5.0,12.395,12.5
Tyus Jones,WAS,12.0,12.386,12.5
Tyus Jones,WAS,12.0,12.378,13.5
Tyus Jones,WAS,15.0,12.435,12.5
Deni Avdija,WAS,13.0,11.593,10.5
Deni Avdija,WAS,2.0,11.103,9.5
Deni Avdija,WAS,21.0,11.452,9.5
Deni Avdija,WAS,17.0,11.625,13.5
Deni Avdija,WAS,7.0,11.485,12.5
Deni Avdija,WAS,13.0,11.529,12.5
Deni Avdija,WAS,23.0,11.857,12.5
Deni Avdija,WAS,17.0,12.0,13.5
Deni Avdija,WAS,15.0,12.081,13.5
Deni Avdija,WAS,19.0,12.263,14.5
Deni Avdija,WAS,12.0,12.256,15.5
Deni Avdija,WAS,15.0,12.325,13.5
Deni Avdija,WAS,16.0,12.415,13.5
Deni Avdija,WAS,4.0,12.214,13.5
Deni Avdija,WAS,24.0,12.488,
Deni Avdija,WAS,13.0,12.5,14.5
Deni Avdija,WAS,10.0,12.444,13.5
Deni Avdija,WAS,9.0,12.37,12.5
Daniel Gafford,WAS,16.0,10.833,12.5
Daniel Gafford,WAS,13.0,11.077,11.5
Daniel Gafford,WAS,12.0,11.111,11.5
Daniel Gafford,WAS,4.0,10.857,11.5
Daniel Gafford,WAS,10.0,10.828,12.5
Daniel Gafford,WAS,12.0,10.867,10.5
Daniel Gafford,WAS,4.0,10.645,11.5
Daniel Gafford,WAS,6.0,10.5,9.5
Daniel Gafford,WAS,9.0,10.455,9.5
Daniel Gafford,WAS,12.0,10.5,9.5
Daniel Gafford,WAS,10.0,10.486,11.5
Daniel Gafford,WAS,8.0,10.417,10.5
Daniel Gafford,WAS,10.0,10.526,9.5
Daniel Gafford,WAS,13.0,10.59,10.5
Daniel Gafford,WAS,15.0,10.7,11.5
Daniel Gafford,WAS,16.0,10.829,11.5
